id,business_id,category
869,lXGx_aKtF_UxenWDDkogWg,"Active Life"
870,lXGx_aKtF_UxenWDDkogWg,"Sporting Goods"
871,lXGx_aKtF_UxenWDDkogWg,Karate
872,lXGx_aKtF_UxenWDDkogWg,Education
873,lXGx_aKtF_UxenWDDkogWg,Shopping
874,lXGx_aKtF_UxenWDDkogWg,"Martial Arts"
875,lXGx_aKtF_UxenWDDkogWg,"Specialty Schools"
876,lXGx_aKtF_UxenWDDkogWg,Trainers
877,lXGx_aKtF_UxenWDDkogWg,"Fitness & Instruction"
878,c1HfT-Rm4iYSxsAsk8eW4Q,"Pet Services"
879,c1HfT-Rm4iYSxsAsk8eW4Q,"Pet Sitting"
880,c1HfT-Rm4iYSxsAsk8eW4Q,"Dog Walkers"
881,c1HfT-Rm4iYSxsAsk8eW4Q,Pets
882,paN928wuyEHzxw7Zn5_snw,Fashion
883,paN928wuyEHzxw7Zn5_snw,"Shoe Stores"
884,paN928wuyEHzxw7Zn5_snw,Shopping
885,akRtfcCezswizRIaAqJ4fQ,"Chicken Wings"
886,akRtfcCezswizRIaAqJ4fQ,Restaurants
887,akRtfcCezswizRIaAqJ4fQ,"Fast Food"
888,kpM-NegY__31O-XMEEesdg,Shopping
889,kpM-NegY__31O-XMEEesdg,"Sporting Goods"
890,kpM-NegY__31O-XMEEesdg,"Women's Clothing"
891,kpM-NegY__31O-XMEEesdg,"Men's Clothing"
892,kpM-NegY__31O-XMEEesdg,"Sports Wear"
893,kpM-NegY__31O-XMEEesdg,Fashion
894,llE7OE0-4_LTS8rpGKOO-Q,"Cosmetic Dentists"
895,llE7OE0-4_LTS8rpGKOO-Q,Dentists
896,llE7OE0-4_LTS8rpGKOO-Q,Orthodontists
897,llE7OE0-4_LTS8rpGKOO-Q,"Health & Medical"
898,llE7OE0-4_LTS8rpGKOO-Q,"General Dentistry"
899,wZ-o2o-LVjc03JKb9_oZuQ,Jewelry
900,wZ-o2o-LVjc03JKb9_oZuQ,"Arts & Crafts"
901,wZ-o2o-LVjc03JKb9_oZuQ,Shopping
902,P2V7MzTHkC6-A0IlJIPBEw,Pets
903,P2V7MzTHkC6-A0IlJIPBEw,Veterinarians
904,P2V7MzTHkC6-A0IlJIPBEw,"Pet Services"
905,MfI-S7392ENwqWG89g4Opw,Automotive
906,MfI-S7392ENwqWG89g4Opw,"Auto Parts & Supplies"
907,N_W4JlpCw02VPSf5Mrxwqg,Food
908,N_W4JlpCw02VPSf5Mrxwqg,Donuts
909,N_W4JlpCw02VPSf5Mrxwqg,"Coffee & Tea"
910,JtBJ-UPbVjJvqzqkO-jnjA,Shopping
911,JtBJ-UPbVjJvqzqkO-jnjA,"Sporting Goods"
912,5BjhQ_Tmm9ppK4UGrMr09g,Restaurants
913,5BjhQ_Tmm9ppK4UGrMr09g,Sandwiches
914,5BjhQ_Tmm9ppK4UGrMr09g,Delis
915,y0YoEY7JamQjTWju6OqjkQ,Flooring
916,y0YoEY7JamQjTWju6OqjkQ,Carpeting
917,y0YoEY7JamQjTWju6OqjkQ,"Carpet Installation"
918,y0YoEY7JamQjTWju6OqjkQ,"Home Services"
919,XguKrY0dAuaK1W6HUlUQ1Q,Italian
920,XguKrY0dAuaK1W6HUlUQ1Q,Restaurants
921,XguKrY0dAuaK1W6HUlUQ1Q,Pizza
922,W58P-gdejuMMh2r7OHpIyQ,Education
923,W58P-gdejuMMh2r7OHpIyQ,"Health & Medical"
924,W58P-gdejuMMh2r7OHpIyQ,"Beauty & Spas"
925,W58P-gdejuMMh2r7OHpIyQ,Massage
926,W58P-gdejuMMh2r7OHpIyQ,"Physical Therapy"
927,W58P-gdejuMMh2r7OHpIyQ,"Massage Therapy"
928,IHv_GCCzxVgmKSW1yb2jtA,"Beauty & Spas"
929,IHv_GCCzxVgmKSW1yb2jtA,"Hair Salons"
930,7fiIMBxbOYdAv3XMcmWivw,Massage
931,7fiIMBxbOYdAv3XMcmWivw,"Beauty & Spas"
932,bBZwjf9jAe6j-n54jDcTxA,"Real Estate Services"
933,bBZwjf9jAe6j-n54jDcTxA,"Real Estate"
934,bBZwjf9jAe6j-n54jDcTxA,"Home Services"
935,bBZwjf9jAe6j-n54jDcTxA,"Property Management"
936,bBZwjf9jAe6j-n54jDcTxA,"Real Estate Agents"
937,Rh2smrKvcamnP8VBUgMI0Q,Chinese
938,Rh2smrKvcamnP8VBUgMI0Q,Restaurants
939,Rh2smrKvcamnP8VBUgMI0Q,"Dim Sum"
940,Svs-B-a5-13D2dGTKxLsyw,Restaurants
941,Svs-B-a5-13D2dGTKxLsyw,"Fast Food"
942,O_UC_izJXcAmkm6HlEyGSA,Mexican
943,O_UC_izJXcAmkm6HlEyGSA,Restaurants
944,O_UC_izJXcAmkm6HlEyGSA,Nightlife
945,O_UC_izJXcAmkm6HlEyGSA,Bars
946,_ltkVUDwaI0MTxv8g21k1A,"Fast Food"
947,_ltkVUDwaI0MTxv8g21k1A,Restaurants
948,_ltkVUDwaI0MTxv8g21k1A,Chinese
949,by_hdCLqAMHW8EEfPYjktA,Food
950,by_hdCLqAMHW8EEfPYjktA,Caterers
951,by_hdCLqAMHW8EEfPYjktA,Restaurants
952,by_hdCLqAMHW8EEfPYjktA,"Fast Food"
953,by_hdCLqAMHW8EEfPYjktA,French
954,by_hdCLqAMHW8EEfPYjktA,"Event Planning & Services"
955,by_hdCLqAMHW8EEfPYjktA,"Food Delivery Services"
956,6PwKC0dqP9uI85FEP86iPQ,"Sushi Bars"
957,6PwKC0dqP9uI85FEP86iPQ,Restaurants
958,6PwKC0dqP9uI85FEP86iPQ,Japanese
959,6PwKC0dqP9uI85FEP86iPQ,"Asian Fusion"
960,6PwKC0dqP9uI85FEP86iPQ,Vietnamese
961,WZdHNL9F0VWPRGLf1GQcbA,"Fast Food"
962,WZdHNL9F0VWPRGLf1GQcbA,Restaurants
963,WZdHNL9F0VWPRGLf1GQcbA,Burgers
964,WZdHNL9F0VWPRGLf1GQcbA,"Breakfast & Brunch"
965,WZdHNL9F0VWPRGLf1GQcbA,"American (New)"
966,HNPipWcVQztvyPQ-S05_2Q,"Motorcycle Dealers"
967,HNPipWcVQztvyPQ-S05_2Q,Automotive
968,dfeT_kmoO388KzyVv0Styg,Food
969,dfeT_kmoO388KzyVv0Styg,"Ice Cream & Frozen Yogurt"
970,2W4ib_VaQecBX5QsROf6tA,"Auto Parts & Supplies"
971,2W4ib_VaQecBX5QsROf6tA,Automotive
972,GlZMZrA-whyu1INVXcvRnw,"Fruits & Veggies"
973,GlZMZrA-whyu1INVXcvRnw,Shopping
974,GlZMZrA-whyu1INVXcvRnw,"Specialty Food"
975,GlZMZrA-whyu1INVXcvRnw,"Flowers & Gifts"
976,GlZMZrA-whyu1INVXcvRnw,Food
977,GlZMZrA-whyu1INVXcvRnw,Florists
978,YTXTddeFATWYyCkopgaJig,Preschools
979,YTXTddeFATWYyCkopgaJig,"Child Care & Day Care"
980,YTXTddeFATWYyCkopgaJig,"Local Services"
981,YTXTddeFATWYyCkopgaJig,Education
982,YTXTddeFATWYyCkopgaJig,"Elementary Schools"
983,g-DJdpZnDpZ3gGpNxitxkA,"Home Services"
984,g-DJdpZnDpZ3gGpNxitxkA,"Real Estate"
985,ww_MXl-qDLeYdYTZZ9KWbA,Vietnamese
986,ww_MXl-qDLeYdYTZZ9KWbA,Restaurants
987,d4GBb0eVWVdfL5aJx3UCRg,"Arts & Entertainment"
988,d4GBb0eVWVdfL5aJx3UCRg,"American (Traditional)"
989,d4GBb0eVWVdfL5aJx3UCRg,"Sushi Bars"
990,d4GBb0eVWVdfL5aJx3UCRg,Nightlife
991,d4GBb0eVWVdfL5aJx3UCRg,Restaurants
992,d4GBb0eVWVdfL5aJx3UCRg,"Music Venues"
993,bA4uXceTHDywJtTXQU7SkA,Fashion
994,bA4uXceTHDywJtTXQU7SkA,"Clothing Rental"
995,bA4uXceTHDywJtTXQU7SkA,Uniforms
996,bA4uXceTHDywJtTXQU7SkA,"Building Supplies"
997,bA4uXceTHDywJtTXQU7SkA,"Home Services"
998,bA4uXceTHDywJtTXQU7SkA,Shopping
999,Qs7X8UTwtp9SvtxvEP4hLg,Beer
1000,Qs7X8UTwtp9SvtxvEP4hLg,"Wine & Spirits"
