id,business_id,user_id,stars,date,text,useful,funny,cool
--eC-ZwxPssuzT3VLg0OiQ,dy9VGj4N-sJD1bGse9y9Zw,b_xTWcnojNYmdbMO_WNlVA,5,"2016-04-05 00:00:00","First time I stopped in I just bought some grouper and swordfish to cook at home. Grouper was good, swordfish was just ok. I stopped in to eat lunch there yesterday and it was awesome. I had the blackened grouper sandwich. The jalapeno mayo on it was fantastic. My coworker had the mahi reuben and he said it was one of the better sandwiches he's had lately. I'll be trying that sandwich next time but its a special so it comes and goes. I had fries this time around which were ok, go with the slaw...it's really good. 

I really like the creative tastes they put together here for their dishes. I'll be going back soon to move through a few more of the sandwiches I saw that I have to try. This place is on the up so stop in and enjoy some seafood. 

You have to order at the counter when you walk in and then sit down. Someone will bring your drink and food out to you. You can't tip when you use a credit card because it isn't offered when you order. Either bring some cash or you're not going to leave a tip. The service is really good here so bring some cash.",3,0,0
--ec7YnYDFsnHYFQdanygQ,Gml97gSULiA6HFjie01d3Q,VjvXCIno4mr_olB_LfbJxw,2,"2015-02-04 00:00:00","Tried the philly was kind of dry and thin on meat. Otherwise people were friendly and sevice was OK",0,0,0
--ECUPnMmozOugryQszl9g,SjgeuBlgKER9yegpoxT99w,bgrpVfW9paHIQE91U1WguQ,5,"2017-05-29 00:00:00","Been here several times. Highly recommended. Great place for a night out. Try their yoghurt soju! Designated for girls:) also try the fried pork belly,  fresh oysters , black cod, tiger shrimp they were great and well presented.Staff were very attending and friendly.",0,0,0
--EDeJvlNow8bW4zzPSCBQ,VdiyAGkBzmQfN7ajrluTnQ,mQV0ii4M_DtEsZC2a-GgIQ,4,"2017-02-13 00:00:00","Great customer service - there was a mix up with the dress I ordered and they sent me a new one and had the old one returned in under a week and they covered the shipping charges. Thanks Henkaa!",0,0,0
--EDtv1qv9UcnBYJX7gIkg,zEOfVGv6DeprEzmFYMFhXA,5XKjVehgGzb5dJocdI-36Q,3,"2013-02-27 00:00:00","Okay, so as part of my new years resolution I have been trying to eat better, more salads, less red meat etc....It sucks but oh well.

Anyways, I had a craving for steak and we were right next to an Outback, oh well why not, sure it's not going to be great, but really, outback is the McDonalds of the Steak world, nothing amazing but you know what you are going to get.

Which pretty much sums it up, the wife had a chicken salad, I had the sirloin.

Steak was cooked to perfection, potato had way to much salt on it as ever, but nothing really negative about the meal.",0,0,0
--EezGXxfSN7KaB4NsN9cQ,pWmNUVby0659HXN2B010wg,Yt2L8PShstr1i2gQ6Zu-rA,5,"2015-05-21 00:00:00","Definitely recommend!! I have seen 10 of the hairdressers (I live out of town so I just call and take whoever is available) and I have loved my hair every time! The atmosphere is beautiful and every employee I have asked loves the owners and loves working there. You really can see anyone - they're all so talented.",1,0,0
--eFDOdeoBRvENE0hhQfOg,_skmB-CPcMOJKqeuFMWrFg,AsxyyHKZASGb9qCYfuerlw,5,"2013-10-14 00:00:00","I began seeing Jodi a few months before my wedding in an attempt to clear my face of some long standing acne as well as just improve overall skin tone and appearance.  Jodi has taken the time and put a huge amount of effort to find the products, and the technique that will work with my extremely sensitive skin.  Over the past several months my skin tone has gotten much improved, and the acne is almost entirely cleaned up.  Jodi is a wonderful aesthetician and has gone way above and beyond in her efforts to help me for my wedding.  

A bonus to Jodi is she gives great massages during my facials! 

Really just a fantastic person, and has fastly become the only person i will ever go to!",1,0,0
--egRfIh4nIczEqgJxRoRw,25m6rM6hFw2CGADUjbYKXg,6tAbqK8zqYwePLTKEmrRSA,3,"2015-11-28 00:00:00","J'avais entendu parler de ce resto en grand bien. Je l'ai essayé à l'improviste pour un brunch avec ma fille. Accueil correcte. Nous avons attendu longtemps pour un grille cheeze et un oeuf Bénédicte et le resto n'était  même  pas plein! Mon assiette est arrivée  tiède  et le blanc d'oeuf était  vraiment trop  baveux. J'ai donc du attendre encore pour qu'on me refasse une autre assiette. Dison que pour une première  fois c'était pas convaincant.",1,1,1
--EHncAdrjd89MYPWzEE-w,kOdUMpzZLGXIh0Y4MmiJeA,jmzf7DIm6J0PQLNxmcECuA,1,"2016-01-11 00:00:00","Epic fail from the staff!  We were treated so badly after being in the store for more than 45 mins with at least $200 worth of merchandise on the counter to purchase.  When we come to the area once every 2 years we usually stock up on trims but never again will I shop here.   My three year old said he had to use the restroom and they refused their restroom. I can understand no public restrooms to adults especially since this store is in a bad neighborhood with lots of not so nice looking people walking around.  BUT, No store should ever deny a three year old a potty.  SAS missed out on a really big sale. Don't ever expect the staff to be nice or friendly.",6,4,0
--ehORtdcxUZMSjqnbIyyA,lB3luPvPfKcEDdA6mPxXgw,AClaY4cAIlV-Xpgi9RgGPw,1,"2016-05-15 00:00:00","Very un pleased with this hotel. Parking is a 5 min walk away and $6/24hrs. We booked a non smoking room however, the entire hotel smelled horrendous. Front desk staff were rude, safe in room didn't work and worst of all both locks on our door were broken. Would not recommend to anyone or ever stay here again.",0,0,0
--Ej-gYnLKLwAw1ckkFiQw,AMYbCa1ipEuzjswsR-1qAg,ZGmDAkq9Ob3TQfDrq-b5Gg,5,"2014-08-15 00:00:00","Absolutely AMAZNG! From some primo steaks, to exotics and even jumbo Chicago style Vienna hot dogs! Live near 5 grocery stores and in the month since I've discovered this place I haven't gone ANYWHERE ELSE for meat and chicken. This place is exceptional!",1,1,1
--ejk3jn64c0A09zhx9BCw,_H2Q4Y4aosi-svXyfZIaIw,sejKMo_XI1sEyPg3CZVZWA,2,"2014-07-05 00:00:00","Pani puri was great but the woman ripped us off. She made us pay unreasonable amount of "tax"; customer service was below average.",0,0,0
--ek4h4749u-VN0h1cEeNw,WrHu03srbhJAw6bnTIixdw,lh--ko0krSJvYSEmoYlJaA,4,"2011-02-09 00:00:00","Their rolls are REALLY good. Their happy hour special is EVERYDAY. 5pm to closing.. which is REALLY good. 50% off sushi rolls, and 30% off nigiri. Everytime I go there, we get the same waitress.. and she's great! Very attentive, fast, and friendly. Food comes to you really fast, and I love how the place looks inside. Really cozy.. I come here like once a week..Definitely a good place to go.",1,0,0
--EKa0QTNIbU5wwauJqqtQ,EdY9q_JZPRzzxn4Fh0YLBA,d79mRdYXR8VveYUrgHSRkw,5,"2016-04-30 00:00:00","Great way to start off the day with a beautiful sunny side up ;) with the staffs!! Friendly outstanding service. Shout out to the waiter who was lovely, thoughtful and caring. He overheard my daughter mentioned it is my birthday today so he surprised me with a pancake cake and candles along with staffs singing the birthday song.",0,0,0
--eKAAOZYwijnTMtRrjEfg,GzNbN1Y2OWVk_QJ1zLZbtg,YlieooJnhMsd4_1GQPstRA,5,"2013-12-08 00:00:00","Excellent work, knowledgable and friendly staff that can fix just about everything you throw at them. (Pun intended). But seriously, if you need some electronics fixed... Come here.",1,0,0
--EKO_61wj8b4ng9WJj_Ew,VGhyoDJRrebP8ZKWx9L8Wg,jI3l5r7cmoxFED_hUActHQ,3,"2017-03-26 00:00:00","Nice breakfast and BBQ place. Tables are a little tight together and rather loud inside. Food was good, nice variety of BBQ sauces.",0,0,0
--EM5bE1oTVpiBVOHzxqIQ,aGDo7GDN5YLvpYykpSLkbw,Kk8lhKVVTRilVhEFuKaEig,5,"2014-01-28 00:00:00","I love this place, great food, (especially the steak) great service, a great cuban environment, every time I come here I feel like I'm in a little slice of Havana, and the music makes me want to dance, they have a full bar as well, I recommend this place to anyone that loves traditional Cuban style and flavor!!!",1,0,0
--envsfrm3evwJk26gv02g,lHYMeXf8JH1Q8Dazn9s3Gg,Bbu9_0Q8Dogo9ksnDOVMzw,5,"2013-08-19 00:00:00","This place is great! Awesome customer service, super friendly and they repaired my tire and checked my other ones for free!",1,0,0
--eoBFx6uE0Qfcv-WuS8OA,LH-DYCy9v3kM4JRtpcquxw,66kcBWJP6Km3K-nvTGC-1Q,5,"2010-01-17 00:00:00","I recently dined at the Silk Road during a recent stay at Vdara and it was phenomenal! Our server, Massimo, was extremely attentive to our party though out the entire meal. I honestly cannot remember the last time I received such exceptional service.  The food was perfectly prepared. We had two vegetarians in our party and the staff prepared some tofu "scallops" for them off the menu. They truly went above and beyond to make sure we all enjoyed our meal.  I cannot imagine a better welcome to Las Vegas. I will certainly be back on my next trip!",0,0,0
--EOY1nAhWEhCyhaccXe2g,OVTY-NpcTA7iXbMQmusv3A,U0bFgAe0KKUpagsnvddX1g,4,"2014-04-25 00:00:00","Bar tables are good to see TV and mingle.  Love the happy hour prices

Every time we come, we try something different on the menu and are usually pleased with the taste and temperature.  Staff and manager seem to care about making sure things are right.  So if you don't like something, they are usually willing to help make it a better experience for you.",0,0,0
--EpeI9iRWfchYBeN3pF4w,rGUWZIMxfnsLuOKJVXkQuA,3RU_U3HdYU3AOs_r9rgoBg,1,"2015-08-06 00:00:00","One Friday afternoon, Three weeks ago was my first and last time I went to this 'spa'. I did my research and was expecting this place to be good. If you're wondering why  I put the quotations marks: that's because the 'spa' is actually just a room in the house where Olga lives. That was the first surprise. 
So i came to do some beauty procedure I've been doing for a few years now. Since I've done that before, I knew exactly what I wanted and explained everything to Olga. 
My second surprise was when she said we need to Skype a doctor first. 'What? you're not a doctor?' I guess I should've left right then. But I was very determined to do that that day so I continued.
After a Skype session with a doctor, she put some anesthetic cream and said we should wait. My face felt really weird, so I had to wash it off 10 minutes later. 
The injections itself were very painful, even though my face was numb and I'm used to pain, and did the procedure without any anesthesia before. That was the third sign.
Unfortunately at that point it was too late. 

Next few weeks very just horrible: I had many complications, went to another doctor who said the injections were done wrong and the product that was used was not a good quality. I called Olga: she denied her mistakes first, but later admitted her fault. I had to take steroids and do some procedures at a different place to eliminate all the bad effects and remove whatever she put in. 

Result: $400 spend on the procedure
2 weeks and $100 spent to reverse it",1,0,0
--EPFpfD2-nE96nzeWZEag,qhXwFR1kCJW23ShXCbBAhw,D6SEKcIne80A0AhwiEV2Rg,5,"2013-11-24 00:00:00","This is a great place for the wine and other alcoholic beverages. It demonstrates the strength of the free market.  I live in Oregon where spirits are only sold in state run stores.  Part of my vacation is being able to experience Total Wine. The wines are only part of the experience but it is an important part. There is a selection of high end wines that interests me a lot but there are many drinkable wines available for less than $10. The whiskey selection is outstanding. The vodka selection is amazing too. The beer selection doesn't Interest me but seeing the variety should interest those who prefer the beverage. I usually buy bottled water too. There are some interesting ones and the price is usually less than the supermarket price for high end products. I enjoyed stopping at a store in West Orange, NJ one time. My brother-in-law called us when a store opened in Vancouver, WA because he had never before seen anything like this before Washington ended the state monopoly. I recommend going there the next time you purchase alcoholic beverages. Odds are you will find what you want and at a good price.",0,0,0
--EpQKbaSe-pva-MAuXfoA,qeJnMI5RmyJ2TZvkqvjn6Q,XrFCag4AMW5qta9QXokWPA,3,"2012-04-23 00:00:00","Definitely a chain Italian place.  I've asked people who have tried Olive Garden, Macaroni Grill and Carraba's and they put Biaggi's up there near the top.

My party of 9 dined there on a Saturday afternoon and due to the large size of our party we had to dine fairly early.  We were seated in a large private room where more of the bigger parties were situated.

Service was fast and accurate.

I ordered the Messina salad which was basically a "Greek" with olives, feta, onion and olive oil.  Very nice and very ample.  My entree was a stromboli which was just okay.  

Everyone else had a pasta dish and everybody was very pleased.  Most had "half-orders" which I definitely recommend for females but if you're a man with an appetite you can definitely handle the "whole."

My only real complaint is that the temperature in our area was set to "freeze" which was fine during the salad phase but the entrees didn't stay warm for long once they arrived.  At some point in the meal one of the other tables must have commented because the A/C went idle for a few minutes and it made an immediate difference.

Prices were very fair and they gladly packaged leftovers.

We dined at 4 p.m. and there was staff galore to handle about 50% capacity.  I would expect they could easily handle an evening setting.",0,0,0
--Epvt5nB4ZxTuOiB8a95g,5FrWyfEABSrv1ZmvoEQMAw,_mSb90swPzV_mPxpCmw1uQ,5,"2017-06-21 00:00:00","Great experience. I had been told I couldn't go solar about 2 years ago because my house wasn't a "good candidate" for it. It see A friend mentioned they went solar with LightPath and had a killer experience. I told them my",0,0,0
--eRygtJMwoSILBIMbGhaw,caUPXiOxvLGMsorJBtNlhg,m1OR5TutSZM9cNX-kjYc4A,2,"2015-06-28 00:00:00","Order came out wrong. Food fair. Seats at table uncomfortable. Noise level made conversation difficult.",0,0,0
--EswXhYO3vRWmWBhYakNA,SYGoFUdLLPyh1lZ9_nwOUA,hqmnMdDS-Opjp3BfBJA8qA,4,"2011-07-09 00:00:00","Te Aro coffee at King and Bay!  Awesome!",1,0,1
--eTVU6omSzEa7hjmLqNag,XWulhWA6oI7qeXub7K30tA,HY-SBxir1VtKvov3sF2hgg,2,"2011-09-14 00:00:00","What happened to you, Hot Oven????? I grew up with you as a child....you were the stop that my mom and i made whenever we passed by Cloverdale Mall.  When I moved back to Toronto a few years ago, i noticed you were different. not only did you multiply and now exist in the Kingsway and Bloor West Village, but you are also a lot cheaper and of less quality!!!!

So here I am in the Hot Oven bakery today.  I've noticed that the ingredients used in their traditional winners have made the products taste different.  Somebody tipped me off that they changed ownership a few years ago, which is probably when they changed ingredients...you can tell that the stuff they use now is a lot cheaper. For instance, the meat pies have a darker crust (lard in the crust, perhaps???) and the meat is fattier.  Those meat pies were to-die-for in the olden days.  The classic orange chiffon cake is also darker in colour.  Not sure what they are using, but it has also changed a bit in taste......

No longer do they give out free cookies to the kiddies like I remember.  And, today, they had the nerve to CHARGE ME to write "MELODY" on a cake.  5 cents per letter. WHA???????????????????  I told the lady at the cashier that i have been coming there for 30 years and they have never charged to write birthday messages on the cake.  She told me "it is a labour charge".  WHA????? 30 cents??? Craziness....a great way to tick off your longstanding customers and for what????  A mere few cents? i don't get it.

Oh Old Hot Oven of days past...I miss you!!!!!!",9,2,1
--ewHkOsja0U2H23WdNOEQ,Fg18KJ6zAEVLZ7jM7kJpwQ,kTWghine-I1mHMT3GrEoSQ,1,"2017-11-03 00:00:00","Wanted to purchase a new Chevrolet Silverado 3500 HD Duly Crew cab from Rick Hendrick City Chevrolet. They didn't have the one in stock my husband and I wanted. They said they found it from another local Chevrolet dealer and could do a dealer trade and have it at their location, no problem. They sent me the specifics of the vehicle, the list price and the "discounted price" they would sell it to us for. I found the dealer online, they were getting it from, that dealer was located 15 minutes away from Rick Hendrick City Chevrolet. That dealer had the Silverado, they would be dealer trading to Rick Hendrick City Chevrolet, advertised online for $1500 less than the "discounted price" the sales manager at Rick Hendrick City Chevrolet said he would sell it to us for. I absolutely would not buy a vehicle from Rick Hendrick City Chevrolet. They treat the consumer as if you are an idiot. If you care about saving money,  and getting a fair price, I would shop somewhere else.",1,0,0
--EYFbXeBB90ifT9MIcccw,L23Lyc6sivNhblzxHiecYA,yMDXZlI3OLTt3HAIOPYMdQ,5,"2015-08-03 00:00:00","I have never had a problem with this pharmacy. The one time they told me it was going to take a couple of weeks to get a medication in stock (it's not a terribly common drug), it turned out to be all of 4 days before I had it in my hands. This same drug would cost me over 4x more at a local compounding pharmacy, so they are saving me a fair amount of money, and they always send a toy or two in the package for my cat which is a nice little touch. All in all I'm very happy with this pharmacy.",1,0,0
--EyZ8S6xEhraH-puwKc0w,Axz55vNN-HHUeXpSOodbeg,YVaONBBT9lSJQwBPWCB0qQ,5,"2013-09-15 00:00:00","FINALLY! After multiple attempts at scheduling a dinner date at Nora Gray, the stars finally aligned and off we went. 

Location: I guess you can call it Griffintown. It's on St. Jacques in a residential area and unless you know it's there, easy to walk by. Bonus? No problem finding parking. 

Food: Holy Mother of all things delectable and delicious! Loved every single thing that I had. The menu is varied and offers up fresh cuisine using seasonal ingredients. If you go in with a large appetite, you can work your way through their three-course menu. On my end, I had to skip the Primi to leave room for dessert! We had:

Antipasti:
Mozzarella w/fried eggplant - I generally don't like eggplant but really enjoyed this. It was almost like eating thickly cut chips. These weren't greasy or oily at all, and the mozzarella was amazingly fresh and soft.

Prosciutto w/fresh basil and peaches: Again, something I don't usually eat, but I did Not regret my choice. The prosciutto was melt-in-my-mouth delicious and the melange of peach and basil was absolutely perfect. This dish isn't on their regular menu.

Primi: We skipped this course but they had some delectable options that included spaghetti w/shrip, orange and pistachio,  and Busiate w/tuna, peas and mint. You can order half or full-sized portions. I think the idea here, is to order the half and treat it as a second appetizer. 

Secondi:
Halibut w/fresh corn polenta, green onion and bacon. My date ordered this and loved it. The halibut was fresh and perfectly cooked, and the portion was pretty generous. 

Lemon sausage w/crushed potatoes  and zucchini chips. Again, something I don't normally eat (sausage) but I was so intrigued by the idea of a lemon sausage that I went ahead and ordered this dish. The sausage is homemade with pork, rabbit and zest of lemon. I was worried it might be a little dry but this wasn't the case at all. The sausage was served in a tightly wound spiral and was moist and so damn good. The crushed potatoes had a lovely flavor and the chips were perfectly cooked. The remaining sausage juice (that sounds bad, right?) was served over the dish, making the overall experience flavorful and awesome. 

Dessert: 

We tried the homemade doughnut with peach marmalade and either marscarpone or fresh meringue. I really don't remember which of the two it was but I'll go with the marscarpone as it wasn't sweet. I'm generally not a doughnut person but this was SO good! The doughnut was topped with cinnamon brown sugar (I think). It was just so damn good. 

We also tried something-chocolate ganache that was served with berries and coulis (and ice cream). There were three chocolate thing in total, and flavor-wise, this dessert is perfect for chocolate lovers. The only thing that I found annoying was that they were bloody hard to cut. I had to use two spoons - one to hold down my chocolate and the other to try and cut the pieces off. This is not to say that this dessert wasn't fresh - it was. The texture was just very, very firm :)

Price: It's not cheap - for two people, the total was $166, however bear in mind that we had three glasses of wine and two lattes. I will definitely return, but probably for special occasions or you know, if I win the lotto - then I'll go every week. A definite must if you love great food and a great ambiance. The staff were super friendly and attentive. 

The restaurant is very small - I think it fits about 30 people. It's also a hot spot so call ahead to make a reservation before you go.",7,0,0
--ezGeYk5TqWqUoPQaNdZA,YNHvFEvp9VDNwX5VhRanYQ,Jiw8Gd0ZCekHBDK74fyHMg,1,"2014-08-28 00:00:00","I ordered delivery at 5:10 pm. She called me back to verify my address at 5:12 pm. I called at 6:00 pm and asked where my food was. She replied with we haven't had 1 single delivery order all day. I said that's impossible and told her the above story. She then asked me if I ordered from another location.  I told her I'm calling the number in which one of the associates called me from. Placed on hold. Then when she got back on phone  she told me her new cashier didn't put the order in the computer so she'll comp one of the items. 

Yes. 1 item.  

Food gets here the total is 23.00 I give him 30.00 and what do you know... The driver doesn't have change. 

I ordered 3 items. 2 hot pastas and 1 salad. The salad was on the bottom of the Luke warm pastas. 

The food ...  Had little to no flavor and paired well with a warm soggy salad. 

Oh btw you also can't use your free breadsticks coupon for delivery.",2,1,0
--F1tbZdtqrqx_Uh8rFFBw,g8OnV26ywJlZpezdBnOWUQ,z8ie74vdxx-28KPHA5EVlg,2,"2012-09-03 00:00:00","Lame.

Decided to try this place based upon other reviews and the portion sizes are indeed big, however the quality of the food is sadly lacking.  I got the hash with roasted rosemary chicken.  I asked the waitress what type of chicken it came with since I only eat breast meat and she said it was all breast.  Well I got the food and it was mostly breast but there were quite a few pieces of thigh in there.  Not a huge deal as it is too much food anyway but the chicken was so dry that I needed a drink of water after each bite.

Who cares if the portions are big if the food sucks?  I won't be going back there again.",9,5,8
--f249zwv6Pio_LlhsA2OQ,5mh7MOaHPltikkccSr-t-A,yLCnPK4OHi-01riJ1pgTDQ,5,"2015-08-25 00:00:00","Just purchased a 2015 RAV4 from Justin Belden. Truly a wonderful experience from start to finish!  Justin was very professional and patient with us.  We are very satisfied",1,0,0
--f37Pj1r7q7ZmYQlwfJdA,5zOHIPTIVj0l9aDn3n6hdQ,JgVYR88iOosiI0NbJd3jEQ,3,"2010-04-15 00:00:00","TENTERS BEWARE!!

we stayed here for 2 nights in early april in a tent.  I am going to be fair to this resort (although I hated las vegas as a whole and also as a sum of its parts).  Don't tent camp at this thousand trails unless you want to sleep on asphalt.  The ranger was very nice to us, and took us to the one site that could possibly accommodate a tent.  As far as facilities: bathrooms, lodge, pool, etc were all really nice!  Just to know, it is located on  a busy street, but backs up to a building, and the noise wasn't an issue.  It was very windy when we were there, but if you have an RV it probably wouldn't matter.  Judging by the cement walls with barbed wire, this is probably the only safe place to stay in Las Vegas.",6,1,1
--F3lDF1PBm7KPEE-br0Tg,rdXAuI2fKilcf65W-QoASQ,tuDt_zoxHgSGlu07lkPIGQ,2,"2012-04-26 00:00:00","The pad Thai  is too soggy and wet, if a Thai restaurant can't make a reasonable Pad Thai, then they don't have good Thai food.
I went there twice, never want to go 3rd time,   the other rice noodles are tasteless also.
The services are slow.
But they have ok appetizers.",2,0,0
--f6jeO5-mbEj7Uzn8uOyg,gHutuGMMMH-5Qv9DbemLFw,ua4cmdW4iEV83DF347odhw,5,"2011-03-28 00:00:00","This place is on the list.

You know, that list you keep of places you plan on coming back to, again and again? It might be purely mental or physical, but when someone within earshot says "i'm in the mood for a Reuben" that list springs into action.

Scott's Generations is at the top of that list, for sure.

I've never ever had sandwiches, nay sammiches, quite like this. But, being from California I've never had the pleasure of an authentic Jewish Delicatessen either. Our table ordered a half-and-half Reuben, a jumbo philly cheese steak, and my order, the James Cagney: a beef brisket sammich on an onion roll with coleslaw and some amazing chunky fries on the side.

My mouth is watering purely from the memory... My friends and I each kept half of our respective orders, but cut the other halves in two so that everyone could get a taste of everything. The cheese steak wasn't bad, but I've had better. My brisket was GLORIOUS, and I savored every bite. I even got up to grab some mustard for accompaniment but it went unused since it was so perfect and juicy. I have to say though, that the quarter piece of the Reuben I tried was definitely my favorite thing on the table. AH! IT WAS SO GOOD!

Not only can Scott's build a perfect sammich, they back it up with stellar service and great attitudes. It was a little pricey, but I also felt that for the price you got a TON of food! I'll be back soon. and again. and again and again, with friends.",3,1,3
--f6KfH-CjR1iqPE2jgNmA,LR0qF0FEVsCOhYWUOiH26A,u5HGHKg9T4KCkSygxdpxng,4,"2010-01-30 00:00:00","My husband and I did the Aria buffet for breakfast. The cost was $14.99 per person. There are cheaper breakfast buffets out there, but I think we got our money's worth. 

The ham was so moist and tender, and the bacon was crisp. I loved the smoked fish section...three different kinds in addition to anchovies. Delicious! 

There were about 5 different flavors of cream cheese. Many buffets just serve those little prepackaged Philly cream cheese containers. I had the cream cheese with chives on my bagel with smoked salmon and capers. Wonderful. 

They had a section of pizza...even a breakfast pizza with breakfast sausage and egg. I didn't eat the pizza, but it looked like it was a popular option with many guests. 

There was an omelet station and a good selection of fruit. The orange juice did not taste fresh-squeezed, but the coffee was tasty. 

We also enjoyed the selection of coffee cakes and muffins. Good stuff. 

We'll definitely go back.",2,1,1
--f6_mfZKJqqcnuvRPQJtw,gChmBjLSe3qa8rzEngoDLQ,GWEVyTEZhM3o_9Rux9iFVg,1,"2017-03-12 00:00:00","Honestly this is the worst restaurant I've ever been to. I spent 31 dollars for a non alcoholic drink and nachos (that tasted like greasy potato chips with cheddar cheese) they were not good & made my stomach hurt. Oh yea and I also paid for the parking. You're basically paying for the view when you come here.",0,0,0
--f8_qtGLfQep7hfRYzABg,v2xh5qtrlRJSU3OnixJH2g,Y8adrWFzckrjuC11aAs9Og,2,"2013-10-30 00:00:00","This place is clean, staff is welcoming, but I honestly was very disappointed and still scratching my head at how this place has 5 stars. We came on a Friday night, hoping to get a quick meal in before my boyfriend's basketball game. He had the spinach/cheese stuffed ravioli and I had an alfredo dish. The pasta was cooked very poorly and was very clumpy, it seemed like we could have made better at home. The alfredo seemed very oily, the bacon I had added to it was sparse and lacked flavor, and the ravioli was unappetizing. We also had an order of garlic knots that they forgot about, but once we did get them, they were underwhelming and both the sauce and the bread lacked a lot of flavor. My fiance is normally a garbage disposal when it comes to leftovers, but after packing up most of our food and taking it to-go, we ended up throwing it away the next day. I think this place is still working out some kinks (i.e. the cashier seemed to forget to give a lot of tables their utensils, which the runner had to end up doing). I do appreciate that they make their pasta fresh and they have fresh herbs growing in-house, but nothing about our experience made us want to go back. It looks like the place has a lot of fans though and I'm sure will continue to thrive and improve. 

Great concept, but I think I will be sticking to Custom Built Pizza when it comes to my customizable Italian food needs.",8,5,4
--f8_ZCMDaSAly5YEd4KlA,RazK5AssZZ9l_W6h-bTkUw,2mTtT5OCKQB69Uf2KKDYVQ,2,"2017-07-05 00:00:00","Delicious, overpriced and service was not very good. The employees seemed like they would rather be doing anything but filling our order.",0,0,0
--FASB2KTdMFSVGrapLAcw,nyB4nkT993gq0Lw8sWWwGg,lpHUdEfFGcPokHXk2GDanw,4,"2017-09-14 00:00:00","Regular customer, really good food. Pho is authentic as it can be for a dining establishment. Other foods like banh xeo and bun thit nuong is good. Any Com tam dishes are good too! Overall a versatile place with decent customer service at an affordable price.",0,0,0
--FbRLO-6R3fB4YNlAlomA,qmymSqVwHYRqdwfcBatzpQ,9wyWvteLBBHPeqs52QZ-hg,5,"2016-02-20 00:00:00","This is one of the best restaurant in Summerlin! 

The location is weird. Let's all admit that. The office park is a weird place for a restaurant but it's an amazing place to discover. 

The food is exceptional. The drinks are amazing. The wine selection is outstanding. 

This is my number one pick for holidays or special occasions.",1,1,1
--FDj3sG7ejA7J4QQ0SFoA,SR0Q2hAEMJ_m23O_x-khSQ,aZs_IrhA7rvuLBumVhJjCw,5,"2014-07-31 00:00:00","Weather your #paleo, #glutenfree , #vegan or just want great #healthy you can't go wrong with Lyfe delicious and healthy food.",0,0,0
--fDK_FjSCmxfHykARfbeg,AbPQf-X7awuPFDULiJ43bg,90xPUscApJ9qh1iPptGmRQ,3,"2012-02-20 00:00:00","I'd actually give this place 3.5 stars.  But since I can't and I've definitely had better pho, I'm going to have to go 3 stars.

Pho - broth wasn't that flavorful, noodles and meat were good.

Banh Mi - not the usual bread, but good french bread, so I'm not complaining.  overall, just an ok banh mi.

Fried spring roll - pretty good, but realllly greasy.  picked it up for 2 secs and after putting it down, my fingers were soo shiny!

Service - above average for an asian restaurant and the owner was super friendly.",0,0,0
--fe33Nrk0oD32wInueZeg,eoHdUeQDNgQ6WYEnP2aiRw,f02-cOUypTfU-_rWu2NaWQ,4,"2015-05-26 00:00:00","Great food and pretty good service. Wait time vs open table ratio is frustrating. It's easier to get a table during non peak hours 3-4ish. Strip steak is amazing!",0,0,0
--Fe78jxadlB7SKTgVFJRA,E7VRsyNQWPteH6_qI4j7bw,c0B_n8KyfiZXkLbMaNg_eQ,5,"2017-06-19 00:00:00","Perfect post EDC meal! 5 star for the service, taste, and price! Pretty cheap for being in Vegas. 
Pad thai - good portion, tastes good
Combo beef noodle soup - good flavor, no msg after taste
Beef jerky - chewy, okay
Papaya salad - Small portion, tastes delicious",0,0,0
--Fhf7daEOoovEy1ix5clA,hFLIA21X3y9oFdQS-OEpYg,wio2PT99Eth_4Kf0MynIDw,3,"2015-04-13 00:00:00","I don't have too much to say about Dairy Queen.  The salted caramel toffee Blizzard was very good, no complaints.  The actual restaurant is nothing particularly special.

Just to be clear, there's nothing "wrong" here, I just don't believe in giving a high rating for one single aspect, if that makes sense.",2,1,0
--fiWskhg3FBLFHb4q9_aw,_ugTRSY8easGemi8smdaHA,5daHu02u5o04mm4E7cHm5g,5,"2013-06-12 00:00:00","Being born and raised in Lakewood, I've been to Mahall's many times throughout the years. Its always been near and dear to my heart. But even as a little one, I realized this place needed a pick-me-up. So they finally did it. And I'm so glad they kept the charisma of the place and didn't just completely redo everything so it looks like a run of the mill, everyday bowling alley. Nope! They cleaned it up, threw in some classic cocktails, decent food, and great events (like the Crafty Mart and Manly Mart!), oh and a stage to bring in musicians. The two bars are a nice touch too.",6,0,3
--fiYTqMpnS1tHaY03IolQ,ZpMoI5EECS6Rm7KigN1gPg,wPf5U2yocOCLj_EYihdhLg,5,"2015-03-31 00:00:00","Yum, yum, yum! A little hoity-toity for us BUT a girl can get used to it THAT!  Ha! Crispy duck was delicious!  All the pastries were delicious,  fresh fruit,  slab bacon, crab legs, shrimp, prime rib...just delicious!  And you get the bonus of watching the Bellagio fountains while you eat!",0,0,0
