id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
-UHf5wUtcLKr90GgroWuqQ,"Shadow Rock Park",Sunrise,"2650 Los Feliz St","Las Vegas",NV,89156,36.2085,-115.015,3.5,8,1
-Uix-n4Jqo4W7ERagC5qAA,"Wok & Roll "TAPSILOGAN"",Chinatown,"3540 Wynn Rd","Las Vegas",NV,89103,36.1254,-115.194,4,80,0
-uRn5Hf1uo4vf3UTtOvIfA,"Don Tortaco Mexican Grill",,"3085 N Rainbow Blvd","Las Vegas",NV,89108,36.216,-115.243,3.5,32,1
-Utuok2oxw0z193nkuwXiQ,"Adelson Educational Campus",Summerlin,"9700 Hillpointe Rd","Las Vegas",NV,89134,36.2008,-115.306,4,11,1
-UtYWvCnUppcSaC_u1pTYQ,"Kopper Keg Restaurant & Lounge",Southeast,"4550 E Tropicana Ave","Las Vegas",NV,89121,36.1004,-115.075,4,4,1
-UWw90jUbIL1RlL3EqWvnw,"Crown Electric Tattoo Company",Downtown,"911 E Charleston Blvd","Las Vegas",NV,89104,36.1591,-115.141,2.5,47,1
-UZwW6dbda9tG-DBL73Xcw,"Discount Rental Car",Southeast,"5050 Paradise Rd","Las Vegas",NV,89119,36.0989,-115.149,3,13,1
-v5rd-w2k6pyprnvMbMx8g,Koto,"The Strip","3545 Las Vegas Blvd S, Ste 3","Las Vegas",NV,89109,36.1174,-115.172,3,7,0
-vb_yx5QnIhpXUIdPVD2og,"Fair View Chinese Cuisine",,"1930 N Decatur Blvd, Ste 1","Las Vegas",NV,89108,36.1949,-115.205,3.5,6,0
-vcgz2o6PTQAtr7e4w8Gfg,"First Person Care Clinics",Downtown,"1200 S 4th St, Ste 111","Las Vegas",NV,89104,36.1576,-115.15,4.5,9,1
-VNPQ4YrtMZeIA0oIquTrA,"Kellogg Pest Control",Westside,"8305 Monarch Birch Ave","Las Vegas",NV,89117,36.147,-115.273,4,3,1
-vSNL-OjHKxUpLU6J0epGQ,"The Vistas Park",Summerlin,"11311 Alta Dr","Las Vegas",NV,89135,36.17,-115.345,5,24,1
-wabMTvmllPuVDN0hXa1LA,AT&T,,"7531 West Lake Mead Blvd, Ste 101","Las Vegas",NV,89128,36.1956,-115.258,3.5,27,1
-wby-wyqaq1ZDTFDTdKxQA,"trendy wall designs",,,"Las Vegas",NV,89137,36.175,-115.136,3,18,1
-wc2xBQ0qVouQnHloAn_ww,"Agua Water Store",Southeast,"2435 E Tropicana Ave","Las Vegas",NV,89121,36.0989,-115.118,4,8,1
-wCtRhzWJ40Z4F8mmg7kWg,Herringbone,"The Strip","3730 Las Vegas Blvd S","Las Vegas",NV,89109,36.1073,-115.177,4,354,1
-WDGsZxIO27znIaAlwON4Q,"Wells Fargo Bank",Westside,"8190 W Sahara Ave","Las Vegas",NV,89117,36.1445,-115.27,2.5,16,1
-wDNRL4lm1UgeFLG9KcrjQ,"Yummy Grill & Sushi",Southeast,"9711 S Eastern Ave","Las Vegas",NV,89183,36.0127,-115.119,3.5,144,1
-WEGtQenCuzICnK_tAI1yQ,"Jeffs Personal Touch Moving Service",,,"Las Vegas",NV,89108,36.2031,-115.224,4,15,1
-WfV03-dVE3HSMUmg0tnvQ,Albertsons,Summerlin,"11720 W Charleston Blvd","Las Vegas",NV,89135,36.1606,-115.351,3.5,41,1
-wHE0OZ-d1Kq9RZIXZ3ILQ,"David Bakhshi",Southeast,,"Las Vegas",NV,89169,36.0521,-115.172,4.5,6,1
-WKLpnR0ZD2f_2t-sIcfSA,"Jennifer K Wolf - Guild Mortgage","The Lakes","2760 Lake Sahara Dr, Ste 100","Las Vegas",NV,89117,36.1401,-115.284,5,6,1
-WLrZPzjKfrftLWaCi1QZQ,"Blueberry Hill Family Restaurant",University,"1505 E Flamingo Rd","Las Vegas",NV,89119,36.1142,-115.133,4,672,1
-WQhVJnBmyapFn0digQJwg,"FruitLand Las Vegas",Southeast,"7400 Las Vegas Blvd S","Las Vegas",NV,89123,36.0526,-115.169,4.5,14,1
-WRkhzI9K7JeWhjBr1zwkw,"Smog Depot",,"3153 N Rancho Dr","Las Vegas",NV,89130,36.2166,-115.214,3.5,3,1
-Wrl5N0H8aHC_Dr3zc8vqQ,"Steve Miller Insurance",Centennial,,"Las Vegas",NV,89130,36.2736,-115.252,5,6,1
-wuqvqzPR0pHkxCT3SMtIA,Rain,,"Palms Casino Resort, 4321 W Flamingo Rd","Las Vegas",NV,89103,36.1115,-115.209,3.5,316,0
-Wz4zGE6zIbhAg3CkLlTuQ,"The Paul Lynde Show","The Strip","3645 S Las Vegas Blvd","Las Vegas",NV,89109,36.1143,-115.171,4.5,3,1
-x9ugbUmn7Znhbcmfp1Efw,"Crystal Miller","Spring Valley","8395 W Sunset Rd, Ste 190","Las Vegas",NV,89113,36.0694,-115.274,5,4,1
-xbQQR_ydEJGqYzHSF4DnQ,"Maciano's Pizza & Pastaria","Spring Valley","5651 S Grand Canyon, Ste 100","Las Vegas",NV,89148,36.086,-115.307,3,93,0
-xcC0E5O5xHflKgXwAWlgQ,"Richard E Kohlmeyer, DDS",,"5680 W Flamingo Rd, Ste B","Las Vegas",NV,89103,36.1151,-115.219,5,4,1
-XKG6GamlSBwy5AcXQGAfA,"Rickenbackers Cafe",,"5941 Fitzgerald Blvd","Las Vegas",NV,89191,36.242,-115.045,3,6,1
-xKkIi0vKeB2BBu7PYM9ww,"Island Pet Hospital",Northwest,"7025 W Ann Rd","Las Vegas",NV,89130,36.2629,-115.248,4,34,1
-xLK4hXYZeccHOvKZsIozQ,"Ann M Wierman, MD",,"3150 N Tenaya Way, Ste 200","Las Vegas",NV,89128,36.2167,-115.249,3.5,3,1
-xPA_UkM_Zytcbz-MNMaTw,"Rotech Granite",Westside,"3070 Sirius Ave","Las Vegas",NV,89148,36.1337,-115.183,4.5,6,1
-XRqGElwBAEYcyOjmvUjvg,"This is Crossfit",Southwest,"5840 La Costa Canyon Ct, Ste 200","Las Vegas",NV,89139,36.0269,-115.234,5,13,1
-xUJWihx4gzQ0_wGaK29Hw,"Tax Crisis Institute","Spring Valley","5940 S Rainbow Blvd","Las Vegas",NV,89169,36.081,-115.241,3,6,1
-xX-Vjol_fwWaN2mn1F1wg,"Voodoo Pizza","The Strip","3755 S Las Vegas Blvd","Las Vegas",NV,89109,36.1056,-115.172,4.5,11,1
-xYd6yxrbgD23lG5FvZr_A,"Solis at Flamingo",Eastside,"3275 E Flamingo Rd","Las Vegas",NV,89121,36.1121,-115.104,2,30,1
-yApKLEFAvvNyifvpNKWCA,"Luv It Frozen Custard",Downtown,"505 E Oakey Blvd","Las Vegas",NV,89104,36.1515,-115.152,4,656,1
-YCd2_DdJUeZx3RRcmIZ_g,"Taco Bell","Spring Valley","3595 S Durango Dr","Las Vegas",NV,89147,36.1245,-115.279,2.5,21,1
-YfSTrUqnkITBBb9J6e86Q,"Ken's Pharmacy",Downtown,"2202 W Charleston Blvd","Las Vegas",NV,89102,36.1598,-115.172,3.5,6,1
-YkWNvjGRPGjtkPeTQGUhg,"Furniture In Paradise","Spring Valley",,"Las Vegas",NV,89148,36.0716,-115.295,4,4,0
-Ylpy3VyRWwubf9dysuwjQ,"The Cheesecake Factory","The Strip","3500 S Las Vegas Blvd","Las Vegas",NV,89109,36.1173,-115.176,4,584,1
-yN0LjjgHm8I4QyGLvaiVQ,"Public Storage",,"5925 W Flamingo Rd","Las Vegas",NV,89103,36.1142,-115.223,2,16,1
-YWr1wm_NaAlgEf9TZzsMQ,"Jumbo Super Buffet",Westside,"1617 S Decatur Blvd","Las Vegas",NV,89102,36.1526,-115.208,2,96,1
-yYfvVc9Dk5xZduj64WiIQ,"Silver State Landscaping",,"7500 W Lake Mead Blvd","Las Vegas",NV,89128,36.175,-115.136,4,4,1
-zbcosKSMGDhaZYN-CrcVA,Target,"Spring Valley","4155 S Grand Canyon Dr","Las Vegas",NV,89147,36.1142,-115.312,3.5,100,1
-zbJp3NGEhvmNOiFziN8Lg,"Lopez Restaurant",Downtown,"1720 E Charleston Blvd, Ste 13","Las Vegas",NV,89104,36.1588,-115.126,4.5,3,1
-zcMZklz3X7GZatfYJCk_A,"TS PHOTO",Southeast,,"Las Vegas",NV,89123,36.0357,-115.153,5,7,1
-ZDGeh6J8jIuo4AhPzXvzg,"Desert Customs Window Tinting",Chinatown,"3855 S Valley View Blvd","Las Vegas",NV,89103,36.1216,-115.191,5,86,1
-zkn2p1mu9g-kbGNdM1lUA,"Chinos Locos",Downtown,"321 S Casino Center Blvd, Ste 130","Las Vegas",NV,89101,36.1674,-115.146,3.5,7,1
-zMYY7pxz7ur7Ag38o0xzw,"Paint Party Night",Westside,"450 S Buffalo Dr, Ste 109","Las Vegas",NV,89145,36.1672,-115.259,5,22,1
-ZNTxbUVRg25LhOxEuW4rQ,"My Pedi Nails & Spa","Spring Valley","5060 S Fort Apache Rd, Ste 160","Las Vegas",NV,89148,36.0967,-115.297,4,289,1
-zqi1B7UwCtpoZh_qZIqHw,"107.9 The Alternative",Eastside,"2725 E Desert Inn Rd, Ste 180","Las Vegas",NV,89121,36.1292,-115.113,3.5,7,1
-zR_UC4wsDc4MgKRJZ8XSg,DownEast,Westside,"750 S Rampart Blvd, Ste 12","Las Vegas",NV,89145,36.1646,-115.289,3.5,3,1
-zsZLjeVBh0SpWlOXAbQaw,"Leslie's Pool Supplies, Service & Repair",Centennial,"6525 N Buffalo Dr, Ste 110","Las Vegas",NV,89131,36.2815,-115.267,3,6,1
-_5jDOVvqi73YO5qR5Y1cQ,"3d Mini Golf & Family Fun Center",Southeast,"3315 E Russell Rd, Ste 4K","Las Vegas",NV,89120,36.0858,-115.103,3.5,34,0
-_TSaVr53qiEGqMkwyEMaQ,"Parsley Modern Mediterranean",,"4985 W Tropicana Ave","Las Vegas",NV,89103,36.1005,-115.209,4.5,333,1
-_yEVC3_3M6YOsamYfNFEw,"Jason's Deli",Eastside,"3910 South Maryland Pkwy","Las Vegas",NV,89119,36.1179,-115.137,4,178,1
0-2vdA0Eb-0pBQ3PIEOoeg,"Victor Gismondi - Award Realty",Westside,"3015 S Jones Blvd","Las Vegas",NV,89146,36.1345,-115.225,5,6,1
0-oGPNZghr9kz4aMZOo2RQ,VegasView,Eastside,"3200 Las Vegas Blvd S, Ste 2640","Las Vegas",NV,89109,36.1244,-115.146,1,3,1
003b6f4PdppnakGqwo0fUQ,"Sola Salon",Southwest,"7355 S Buffalo, Ste D","Las Vegas",NV,89113,36.0542,-115.262,5,21,1
005XmZKuJZuNbl5tGXc5SA,"Tony Roma's",Downtown,"620 E Sahara Ave","Las Vegas",NV,89104,36.1443,-115.146,3,21,0
00XfKQ16CTyzHSqYKNtpMw,"Gela Style LV",Westside,"1225 S Ft Apache Rd","Las Vegas",NV,89117,36.1569,-115.292,5,4,1
011ayCokCnktQPSx-uL_SA,McDonald's,Westside,"4300 Meadows Ln","Las Vegas",NV,89107,36.1723,-115.196,2,4,1
018BsTDbjFjZyWgR0rW_1w,"Healthcare Preparatory Institute",Northwest,"5831 W Craig Rd, Ste 102","Las Vegas",NV,89130,36.2375,-115.224,2,4,1
01HOpf3J_zCNTMGzMvnOGA,"ABC Foot Spa",Chinatown,"3650 S Jones Blvd, Ste 1","Las Vegas",NV,89103,36.123,-115.224,3,25,0
01Ov9eDxKRY5k6ImMdiWLQ,"Hong Kong Garden Seafood & BBQ Cafe",Chinatown,"3407 S Jones Blvd","Las Vegas",NV,89146,36.1272,-115.225,3,166,1
01SiPgdiOskMC5bUJoyy_g,"Winchell's Pub & Grill",Southeast,"199 E Warm Springs Rd","Las Vegas",NV,89119,36.0566,-115.164,4,128,1
01VPJkcU0m8WzlA7dCEpVQ,"Tea Space",Chinatown,"3466 S Decatur Blvd, Ste E","Las Vegas",NV,89102,36.1268,-115.208,4.5,220,1
01y2nhcyDbPpNEoPiuRWMw,"Desert Palm Tennis Club",Westside,"3090 S Jones Blvd","Las Vegas",NV,89146,36.1326,-115.224,5,3,1
02eH78Tc5Cxxy-CIqhzx-A,"Vanity Nails & Spa",Southeast,"7620 S Las Vegas Blvd, Ste 120","Las Vegas",NV,89123,36.0512,-115.171,3.5,155,1
02gcdoVJrnxrdzhffs_3dQ,"CareNow Urgent care",Southeast,"9785 S Maryland Pkwy, Ste A-2","Las Vegas",NV,89183,36.0116,-115.137,3,51,1
02giJIMo2sfua2wHfCbG-A,"Tea Space Sunset Park",Southeast,"7425 S Eastern Ave, Ste 102","Las Vegas",NV,89123,36.0557,-115.119,4.5,43,1
02pL_Xj3sTO_lHcWqUcwKA,"Rollin' Smoke BBQ","Spring Valley","4115 S Grand Canyon Dr, Ste 100","Las Vegas",NV,89147,36.1147,-115.31,4,203,1
02P_M7H7N5Wqhj6Dk379uw,"Vince Neil's Girls Girls Girls",,"4740 S Arville St","Las Vegas",NV,89103,36.1038,-115.199,3.5,7,0
02wo3mCCkdED47sNPwuu6Q,"Baby Lou's Delights",Southeast,"6605 S Las Vegas Blvd","Las Vegas",NV,89119,36.0672,-115.176,3.5,26,1
02z6N1lpQqABBrKs7hG-WQ,"Wynn Realty Group",Centennial,"7495 Azure, Ste 440","Las Vegas",NV,89130,36.2742,-115.26,2.5,3,1
039QG6ks4UYNkMA3mcII2A,"Episage Wellness Center",University,"1601 E Flamingo Rd, Ste 20","Las Vegas",NV,89119,36.1136,-115.13,4.5,38,0
03A87_FA1-J2D43G0pCZhA,"Earl Scheib Paint and Body Las Vegas",Westside,"3070 S Valley View Blvd","Las Vegas",NV,89102,36.1341,-115.19,1.5,14,1
03CPJNrFQsVPjSjoKEM-yQ,"Nevada Benefits",Summerlin,"9505 Hillwood Dr","Las Vegas",NV,89134,36.1873,-115.304,4.5,6,1
03e_aZlpTBiIva4SlBE1nw,"Relax, Just Vaping",Northwest,"5590 Painted Mirage Rd, Ste 100","Las Vegas",NV,89149,36.2626,-115.256,4,34,1
03hgFWEcDg205hOCnswwiQ,"RE Tapas",Southeast,"467 E Silverado Ranch Blvd","Las Vegas",NV,89123,36.0121,-115.153,3.5,25,0
03hmuxN-jpGWjdtBnhV2AQ,"Flex Cocktail Lounge",Westside,"4371 W Charleston Blvd","Las Vegas",NV,89102,36.1588,-115.2,4,31,1
03icrim6SfEQJlejDMbzsA,"Pho Saigon",Chinatown,"6820 Spring Mountain Rd, Ste C111","Las Vegas",NV,89146,36.1268,-115.241,4,110,0
03Yt7kMeYihN_y6ptiXxyQ,"Del Taco",Centennial,"6311 Centennial Center Blvd","Las Vegas",NV,89149,36.2738,-115.268,3,21,1
041JPDI1PBSuNSTcvtYomQ,"Cabinets & Co",Westside,"6145 W Sahara Ave, Ste 5","Las Vegas",NV,89146,36.1429,-115.227,5,6,1
042AqS-UB74g841zmoCEEA,"Paradise Bay Pet Resort",Southeast,"6360 S Pecos Rd, Ste 14","Las Vegas",NV,89120,36.0728,-115.1,2,4,1
04alYZB3N4gBnzKKOYkFhQ,"Air Done Right",,,"Las Vegas",NV,89103,36.1104,-115.207,5,41,1
04Ap824N__YXYNvaVmDYeQ,"Under Armour",Downtown,"525 S Grand Central Pkwy, Ste 3373","Las Vegas",NV,89106,36.1649,-115.156,4,8,1
04uElIqdb2yPddrHbnAQjg,"Christian Louboutin","The Strip","Las Vegas Crystals, 3720 Las Vegas Blvd S, Ste 255","Las Vegas",NV,89158,36.1188,-115.177,3.5,20,1
04_Ci1SQ3lYVRUqKQyqBTw,"Las Vegas Country Club",Eastside,"3000 Joe W Brown Dr","Las Vegas",NV,89109,36.1344,-115.147,4.5,28,1
054_-sJ-nYq_DsuWYgqNdg,"Jimmy Pettyjohn Jr. Park",Southwest,"11322 Southern Highlands Pkwy","Las Vegas",NV,89141,35.9841,-115.192,4,5,1
05OUuoInL-o8Ed-7z_cIUg,"Yaya Life",University,"4632 S Maryland Pkwy, Ste 16","Las Vegas",NV,89119,36.105,-115.136,4.5,20,1
05qUHkx1cOv9i8GFLhZqoQ,"Paris Laser and Cosmetic Tattoo","Spring Valley","5135 S Durango Dr, Ste 104","Las Vegas",NV,89113,36.0958,-115.28,4.5,17,1
05Solp0aY1YTZqoORMjUTg,"La Pupusa Loca",Sunrise,"1000 N Nellis Blvd, Ste M","Las Vegas",NV,89110,36.1782,-115.062,2.5,9,1
05TuVKl9KEYQjROpQuTKhw,"Fletcher Jones Toyota Scion",Downtown,"3255 E Sahara Ave","Las Vegas",NV,89104,36.1443,-115.105,3,42,0
05USFUs4dX8LG6DCY2GNAA,SPEEDVEGAS,,"14200 S Las Vegas Blvd","Las Vegas",NV,89054,35.9365,-115.187,5,142,1
05z-5Mv0KLpO9qIVI6ab2g,"Kapture Photography","Spring Valley",,"Las Vegas",NV,89113,36.0564,-115.266,2,4,0
05zCjJtH2dcHwesOW4cCQw,"Poker Room",Summerlin,"11029 W Charleston Blvd","Las Vegas",NV,89153,36.1589,-115.338,3,9,1
065c76tt1dXBNmoGBymUgQ,"Cheffini's Hot Dogs",Downtown,"707 Fremont St, Ste 1050","Las Vegas",NV,89101,36.1678,-115.138,4,159,1
069TWjwxctY-3X_TitxJKQ,"Starbuzz Vegas Hookah Lounge",Eastside,"384 E Tropicana Ave, Ste 120","Las Vegas",NV,89169,36.1029,-115.156,4,101,1
06fXKnwFnFFKpWCmIHfQCg,"Meridian Luxury Resorts",Eastside,"250 E Flamingo Rd","Las Vegas",NV,89169,36.1147,-115.161,5,5,0
06J2JnXiNOS1GBuqw7pGLQ,"Hollywood Smile Dental",Southeast,"2425 E Tropicana Ave","Las Vegas",NV,89121,36.0988,-115.117,4.5,19,1
06MlxbtB4ZYeg_ri02RIAQ,"El Pollo Loco",Westside,"2401 S Decatur Blvd","Las Vegas",NV,89102,36.145,-115.208,2.5,53,1
06Vts51gZrtBnFMs6sBPbA,"Centennial Ob/Gyn",Centennial,"6850 N Durango Dr, Ste 420","Las Vegas",NV,89149,36.2854,-115.288,4.5,89,1
06_bDWrsZkj5l1u1OUZ4Vg,Cupz,Southwest,"8520 Blue Diamond Rd","Las Vegas",NV,89178,36.0208,-115.277,3.5,37,0
070x611bvBrBqG3ODqe3dg,"Bags Belts & Baubles","The Strip","3131 Las Vegas Blvd S","Las Vegas",NV,89109,36.1266,-115.165,4.5,3,1
07AZL5XenCQ_-op_onKLdw,"BLT Steak","The Strip","3645 Las Vegas Blvd S","Las Vegas",NV,89109,36.1137,-115.169,4,482,1
07bwsGzhb3EncDL1HUFUpQ,"Vision Source","The Lakes","8937 W Sahara Ave","Las Vegas",NV,89117,36.1437,-115.292,4.5,76,1
07F0eE_JHkH4Op0vpR_v4A,"Paradise Park",Eastside,"4775 McLeod Dr","Las Vegas",NV,89121,36.1023,-115.11,3,15,1
07gh-AImcEcWQ2bew-jprg,"Woo Che",Chinatown,"4711 Spring Mountain Rd","Las Vegas",NV,89102,36.1261,-115.205,3.5,103,0
07Gig4RudlI1O3GREheTuA,"Lulu's Nails",Westside,"134 S Rainbow Blvd","Las Vegas",NV,89108,36.1725,-115.246,2,4,0
07IlPDFwJWeogfc3Mm6SxQ,"Winchell's Donut House",Westside,"3313 W Sahara Ave","Las Vegas",NV,89102,36.144,-115.186,3.5,3,1
07jQarxKd_8J_AJHD5YBqQ,"Muscle Maker Grill - Las Vegas",Northwest,"5765 Centennial Center Blvd, Ste 180","Las Vegas",NV,89149,36.265,-115.259,3.5,100,1
07MpHT8TrGDI_UVktfKMPA,"The Salon At Red Rock","South Summerlin","11011 W Charleston Blvd","Las Vegas",NV,89135,36.1553,-115.332,3.5,3,1
07nPF_eLxc_tYSto8Ag1mQ,"3D MicroworksLV","The Lakes","8645 W Sahara Ave","Las Vegas",NV,89117,36.143,-115.28,5,6,1
07QLfpPDX2iKiVKuUsGxtg,"Round Em Up Coins",Westside,"5310 W Sahara, Ste C","Las Vegas",NV,89117,36.145,-115.214,3.5,4,0
07r5PjnPxDXKI-Icp_NbpA,"St Anthony of Padua Roman Catholic Church",Centennial,"6350 N Fort Apache Rd","Las Vegas",NV,89149,36.275,-115.297,3.5,9,1
07rmEqclimbv5e7vLiA55g,"A Cutting Edge Glass & Mirror",,"4200 W Russell Rd, Ste 106","Las Vegas",NV,89118,36.0869,-115.196,4.5,48,1
08AcSSFNcba9HA_-RYljkQ,"EDGE Fitness 24/7 & Tanning",Chinatown,"3645 S Rainbow Blvd","Las Vegas",NV,89103,36.1232,-115.243,2.5,28,1
08Fjqv0HxfKh5gr8OmnI2A,"Chancery Lane Salon","Spring Valley","8680 W Warm Springs Rd, Ste 15","Las Vegas",NV,89113,36.0564,-115.266,5,7,0
08zoF6Mh22xNDLxAXXGg2g,"Mollys Bar","Spring Valley","4970 S Fort Apache","Las Vegas",NV,89148,36.0949,-115.297,3.5,5,1
0953KSZ26LmJ7CDacVzpYg,"dd's DISCOUNTS",Eastside,"3430 E Tropicana Ave","Las Vegas",NV,89121,36.1009,-115.1,2.5,3,1
096iGHoQ-UImxUExuyqlZA,"House of Aloha",Northwest,"4588 N Rancho Dr","Las Vegas",NV,89130,36.2433,-115.235,5,13,1
09a8Mrd3STr4AxokKgbZHA,"Sushi Avenue 2",Northwest,"4949 N Rancho Dr","Las Vegas",NV,89130,36.2491,-115.243,4,8,0
09bAk-309WnqhepFn9Mp4g,"Smog Busters",Southeast,"6495 S Pecos Rd","Las Vegas",NV,89120,36.0722,-115.101,1.5,3,1
09vrTfe6Od9MorfsRorS6g,Emporium,"Spring Valley","5455 S Fort Apache Rd, Ste 104","Las Vegas",NV,89148,36.0896,-115.297,4,38,1
0a98vplMh4US322JVKuNNg,"Pinnacle Electric",Sunrise,"4845 W Reno Ave","Las Vegas",NV,89118,36.1435,-115.078,3,4,1
0aDaTYx780Rh5tzG1Sj2Iw,"City of Las Vegas Animal Control",Downtown,"416 N 7th St","Las Vegas",NV,89101,36.172,-115.136,3,10,1
0aDCv4zPhzy7RklHDrnKQg,"Lucie's Lounge",Sunrise,"3935 E Charleston Blvd, Ste A","Las Vegas",NV,89104,36.1581,-115.09,4,11,0
0ahghcpWQVkm4lEFwx-peA,"Habib's Persian Cuisine",Westside,"2575 S Decatur Blvd","Las Vegas",NV,89102,36.1431,-115.209,3.5,154,1
0AKk_a4dCxlf8lgzeeYT3w,"CVS Minute Clinic",Southeast,"1825 E Warm Springs Rd","Las Vegas",NV,89119,36.0569,-115.127,3.5,3,1
0aKsGxx7XP2TMs_fn_9xVw,"Sweet Ruby Jane Confections",Southeast,"8975 S Eastern Ave, Ste 3-B","Las Vegas",NV,89123,36.015,-115.118,4,30,0
0APIz0O0c_XBDXQIWkJimA,"King Solomon's Table",,"4561 W Flamingo Rd","Las Vegas",NV,89103,36.1148,-115.203,4,5,1
0AQnRQw34IQW9-1gJkYnMA,"Diablo's Cantina","The Strip","3770 Las Vegas Blvd S","Las Vegas",NV,89109,36.1041,-115.174,3,1134,0
0aseOy1jMFOpcZLOjln4xA,"The Mike Ferry Organization","Spring Valley","7220 S Cimarron Rd, Ste 300","Las Vegas",NV,89113,36.057,-115.269,4,26,1
0aw3HbxkZ4G7pkPYt10fhA,"Olive Garden Italian Restaurant",Sunrise,"80 N Nellis Blvd","Las Vegas",NV,89110,36.1605,-115.062,3,109,1
0awPLJOjscpgf0HJxbYOLg,"Optic Gallery Aliante",,"6592 N Decatur Blvd, Ste 130","Las Vegas",NV,89131,36.2798,-115.205,4.5,49,1
0AZCpDQpbi83NHh9uEpggQ,Ihop,,"8876 S Eastern Ave","Las Vegas",NV,89123,36.0281,-115.117,2,41,1
0B0M_31_OiRO_799K6H99Q,"Big 5 Sporting Goods",,"9540 S Eastern Ave","Las Vegas",NV,89123,36.0153,-115.117,3,25,1
0B2XK9dZJRBGeSVytHT6DQ,"Protech702 Textile & Floor care",Westside,"4650 W Oakey Blvd","Las Vegas",NV,89102,36.1527,-115.205,5,4,1
0BA0Hf1dgC-h-qgPDYL4bA,"Liberty Heating",,"5075 Cameron St, Ste D","Las Vegas",NV,89118,36.0825,-115.188,5,3,1
0BA9KyTOis61faFJrnmgZA,"The Alternative",,,"Las Vegas",NV,88901,36.18,-115.14,5,3,1
0bdFgE-ixXo-2y9w_SO-yw,"MP K9 All Breed Dog Training",Southeast,,"Las Vegas",NV,89119,36.0832,-115.159,4.5,12,1
0BDTi7loi3UYY0R1JEUl2w,"American Video and Security Ltd",Southeast,"1421 E Sunset Rd, Ste 2","Las Vegas",NV,89119,36.0714,-115.134,3.5,9,0
0bfb9LtVdTxpD6NenU3Ljw,"Bella Mia Nails & Spa",Southwest,"7345 S Rainbow Blvd, Ste 100","Las Vegas",NV,89118,36.0551,-115.244,4.5,61,1
0BJw3bfAzLSAzJWHpkCvSA,"K-9's and Kitty's",Summerlin,"8544 W Lake Mead Blvd","Las Vegas",NV,89128,36.2001,-115.279,4,42,1
0BOdyChBbhGjQXRWZtDscQ,"The Art of Shaving","The Strip","3377 Las Vegas Blvd, Ste 2380","Las Vegas",NV,89109,36.1227,-115.169,4.5,33,0
0BRKPCteBEDIDFFrUQ1NMQ,"Daisy Fresh",Southeast,"2510 E Sunset, Ste 5-130","Las Vegas",NV,89120,36.0728,-115.116,4,6,1
0bSP8Md5Sz_NxByCsuoYCA,"O' Reilly Auto Parts",Southeast,"9721 S Eastern Ave","Las Vegas",NV,89183,36.0129,-115.121,4.5,20,1
0BTHofva62CzNGfHImPuPQ,"R & R Auto Systems","Spring Valley","5735 S Rainbow Blvd","Las Vegas",NV,89118,36.0844,-115.243,5,37,1
0buc34OWOPvbozqR1Hk1iw,"Cigar Box",,"1860 Western Ave","Las Vegas",NV,89102,36.1498,-115.164,4.5,3,0
0BVHJrRS6Cz4Z66bASb4kw,"The Carriage House","The Strip","105 E Harmon Ave","Las Vegas",NV,89109,36.1074,-115.168,3.5,61,1
0bWLkWeIcT-EnrE7SiGEBA,"Cafe 6",,"4381 W Flamingo Rd","Las Vegas",NV,89103,36.1139,-115.199,4,135,1
0bwQWqTDtGL1O32Kbkyd3Q,"Green Orchid Events",Southeast,,"Las Vegas",NV,89119,36.0765,-115.153,5,13,1
0C36stkEIwi9aBlWfi72Pg,"Expert Carpet Cleaning",Sunrise,,"Las Vegas",NV,89101,36.183,-115.091,4,4,1
0C46YhAdmNrNiUAmAq6W0g,"Goat Post Tropical Grill","Spring Valley","4155 S Buffalo Dr, Ste 104","Las Vegas",NV,89147,36.1136,-115.261,3.5,3,0
0c6PQILCLwRZ8FIB4AEsGw,"China One - West Charleston",Summerlin,"11710 W Charleston Blvd, Ste 140","Las Vegas",NV,89135,36.1594,-115.351,3.5,107,1
0CB7YB1qRSWLQvMbHw3Fmw,"Easy Life Boba Tea",Westside,"8560 W Desert Inn Rd, Ste D2","Las Vegas",NV,89117,36.13,-115.278,4,329,1
0CBcDXAf04jeGyK16AoV0g,"Pop's Hoppin Auto Repair",Downtown,"1115 S Main St","Las Vegas",NV,89104,36.1581,-115.153,4,4,1
0ceFcbUkPTs4jC5CUicIkA,Pet-A-Palooza,Southeast,"2601 E Sunset Rd","Las Vegas",NV,89120,36.0682,-115.112,3.5,10,1
0CEkswlj7y9ry1x3xyIg8A,"Psychic Eye Book Shops",Westside,"6848 W Charleston Blvd","Las Vegas",NV,89117,36.1592,-115.245,2.5,37,1
0cfmNkEqgUoX1g4_MzEY3g,"Avery Park Apartments",,"2200 N Torrey Pines Dr","Las Vegas",NV,89108,36.2021,-115.233,2.5,17,1
0cn4zw0_PFoivCFtvCx6jQ,"DB Mobile Notary Service","The Strip",,"Las Vegas",NV,,36.1147,-115.173,5,3,1
0CUCac6yKkATDcB0fA-02Q,"Epic Storage",Southwest,"10270 S Decatur Blvd","Las Vegas",NV,89141,36.0031,-115.207,3.5,5,1
0CwhlQzyXG_7RqEu-2pMSQ,"Margarita Grille",Eastside,"3000 Paradise Rd","Las Vegas",NV,89109,36.1364,-115.152,3,3,1
