"","Average Stars","Number of Check-ins","Average Sentiment"
"2208",3,17,0.220164718020058
"2209",1.5,8,0.0879464285715
"2210",3,63,0.0731247637943
"2211",3.5,1146,0.154921348935727
"2212",3.5,22,0.214270833333333
"2214",4.5,4,0.28033317872604
"2216",3.5,77,0.165807764836783
"2217",3,16,0.18967313188777
"2218",3,23,0.129752084335467
"2220",3.5,15,0.105595238095
"2221",3.5,101,0.181308627498526
"2222",3.5,183,0.233725140539127
"2223",3.5,370,0.256765396296222
"2224",4,311,0.205104157967683
"2227",3.5,8,0.261318849874544
"2228",3.5,188,0.209278147933659
"2229",4,89,0.195592744306777
"2230",3.5,68,0.221831772069404
"2231",3.5,61,0.258983549783714
"2232",3.5,31,0.0290461675997111
"2233",3,1,0.0481809856808
"2234",3.5,174,0.235550498798732
"2235",3,3,0.132381718810286
"2236",3.5,211,0.20224860036239
"2237",3,20,0.12745480599655
"2239",4,121,0.269330856860695
"2241",4,30,0.183304055834433
"2242",3.5,20,0.221996877136135
"2243",2.5,7,0.11027998236335
"2244",3,54,0.10731384648621
"2245",3.5,84,0.30255202901568
"2246",3.5,333,0.168299064771692
"2248",2.5,8,-0.152777777777667
"2249",3,7,0.269450330019778
"2250",2.5,26,0.0718662887763567
"2251",4.5,225,0.212087517104874
"2252",3.5,25,0.15908346109911
"2253",4.5,52,0.385078894732838
"2254",4,92,0.207293944929065
"2255",4.5,22,0.244634493882616
"2256",4,87,0.310268826462872
"2257",3.5,290,0.190013670845599
"2258",4,465,0.283420581779231
"2259",2,58,0.0412459507993194
"2260",4,9,0.25998917748925
"2261",4.5,65,0.29141422711349
"2262",3,7,0.271584656084612
"2265",4,204,0.264479130367792
"2266",4.5,60,0.238171262106677
"2267",4,6,0.235726039193667
"2269",3.5,289,0.220779676144418
"2271",4,3,0.25739286315541
"2272",3.5,563,0.16442192945507
"2273",3,192,0.112024870046607
"2274",2,49,0.11856568077758
"2275",4,6,0.232773919753
"2276",4.5,36,0.234060952932394
"2277",3.5,60,0.20843900467218
"2279",4,34,0.135347821718747
"2281",4,387,0.196456119602276
"2282",4,159,0.17731946403483
"2285",3,35,0.187878959327812
"2286",3.5,97,0.204404000566075
"2287",4,20,0.310689564030738
"2288",3,332,0.165667970679732
"2289",3.5,380,0.227803299114278
"2290",3.5,481,0.154599980179318
"2291",4.5,2,0.247928178847225
"2293",2.5,103,0.0754969667484348
"2294",4,104,0.267241395633633
"2295",3.5,15,0.0603485056611
"2300",3.5,46,0.266165465842499
"2301",3,68,0.135717478818116
"2302",3.5,104,0.166997220811267
"2304",3.5,36,0.0615893308080375
"2305",3,51,0.13210864609254
"2306",3.5,113,0.187171364837049
"2308",3.5,440,0.160584961751277
"2309",3,22,0.189411792065573
"2310",4.5,2,0.194696969697
"2311",3,165,0.269748273588147
"2312",3.5,132,0.271109644899625
"2314",3,70,0.0351215562592706
"2315",4,214,0.222973286869787
"2316",3.5,92,0.182382346712228
"2317",3.5,13,0.178978682382
"2318",3.5,3,0.215
"2319",3.5,83,0.201215776732287
"2321",4,9,0.312770838525275
"2322",3.5,320,0.204096690786265
"2323",4,380,0.228212543757549
"2324",2.5,272,0.151587932238984
"2325",5,6,0.314095117845078
"2326",4,151,0.278509008061787
"2328",2.5,4,0.2510866013072
"2330",3.5,56,0.0587463319279017
"2331",3,40,-0.00118187284683121
"2333",4,64,0.211468183088786
"2334",4,8,0.354078607590212
"2335",4,2,0.0800221603793334
"2336",3,2,0
"2337",3.5,72,0.130904513023958
"2339",3.5,58,0.223044262030942
"2341",3,6,-0.00348746260930375
"2342",4,61,0.244044154626271
"2344",3.5,456,0.263235008121502
"2345",2.5,70,0.0871016556909164
"2346",4,9,0.369026059615475
"2347",4,332,0.261260142294389
"2348",3,10,0.115786569397567
"2349",3.5,536,0.249946942460772
"2350",4.5,37,0.121057214813893
"2352",3.5,6,0.1564801460115
"2353",4.5,181,0.27565725885031
"2355",3,77,0.11503364192001
"2356",4,357,0.207118597459486
"2357",3,4,0.10210431697928
"2358",3.5,829,0.18867114564121
"2359",4.5,19,0.2609956072266
"2361",3,216,0.157033044339269
"2362",2.5,30,0.0234977207136755
"2363",3,118,0.121955162260842
"2364",4,14,0.285675619288087
"2365",4.5,78,0.208678354554671
"2367",4,29,0.0828920568575
"2368",3,114,0.0903930236040833
"2369",4,4,0.0493336139170667
"2370",5,2,0.07129637188206
"2371",4.5,65,0.298902555274444
"2372",3.5,110,0.176779290325538
"2373",4.5,44,0.2438733565816
"2374",3,2,-0.0487139917693333
"2375",4.5,4,0.3934166666666
"2376",3,46,0.138655633531286
"2377",4,6,0.2282487443404
"2378",2,21,-3.88317071959922e-05
"2379",3,1419,0.153516879031086
"2380",2.5,213,0.124016072669105
"2381",3.5,37,0.14185630145595
"2382",4,54,0.259809059781233
"2383",4,58,0.19779446559115
"2385",1.5,2,-0.02798659673655
"2386",4,177,0.285916061444944
"2391",3.5,6,0.111617344053075
"2393",4,30,0.183629805007532
"2394",3,316,0.118281906226759
"2395",4,296,0.194457591066871
"2396",3.5,89,0.195979062581009
"2397",3.5,694,0.264235363146465
"2398",3.5,5,0.1055161564626
"2399",3.5,103,0.210879381515058
"2401",3.5,164,0.222253380354771
"2402",3.5,49,0.238091940454248
"2403",2,4,-0.0543347537877667
"2405",2.5,111,0.144311116113586
"2406",4.5,19,0.344081772291541
"2408",2,3,0.0410714285714
"2409",3.5,62,0.08153510670815
"2410",3,59,0.13535341144501
"2411",3.5,187,0.224708446804708
"2413",3.5,124,0.198177088122369
"2414",3.5,285,0.246582819573681
"2415",2.5,1,0.0629464285715
"2416",3,431,0.210204354396162
"2417",3,20,0.0185403038319
"2419",2,6,-0.0356412595185938
"2420",4,129,0.221372797290484
"2421",3.5,41,0.186205787798822
"2423",3,197,0.166222897735666
"2424",3.5,12,0.18196742735925
"2426",3,10,0.149722222222333
"2428",4,90,0.261789332101972
"2429",3.5,4,0.219952300996
"2430",3.5,6,0.330464852607833
"2432",3.5,198,0.108626485506425
"2433",4,90,0.217228990734212
"2434",3.5,63,0.173597021350222
"2435",4,101,0.301009841328719
"2437",4,415,0.265963231862817
"2438",3.5,126,0.190661696855636
"2439",2.5,32,0.168905032263994
"2440",3.5,232,0.210685478022431
"2441",3.5,108,0.0968116095330919
"2442",2,14,0.1397128427128
"2443",4.5,318,0.230765986445095
"2444",3.5,1972,0.151596499538573
"2446",4,242,0.214665429143276
"2447",2,16,0.228888888889
"2448",3,702,0.120930581844139
"2449",3,576,0.110866247201023
"2450",3.5,13,0.174603025690953
"2451",3.5,15,0.246497579801252
"2452",4,29,0.081023580586046
"2453",4,3,0.208253450510333
"2454",3.5,274,0.127275502343606
"2456",4,17,0.185935501015078
"2457",3.5,169,0.215415383676992
"2458",4,232,0.246494167379479
"2460",3.5,2445,0.246843530160005
"2461",2.5,70,0.120564178127868
"2462",3.5,134,0.274280949149018
"2463",4,42,0.27330323782618
"2464",3.5,83,0.195343825143331
"2465",4.5,43,0.295595552210076
"2466",4.5,70,0.248766985785972
"2467",3,68,0.189668055941
"2469",3.5,6,0.113637047411578
"2470",4.5,93,0.206551546276067
"2471",4,31,0.26754522304773
"2474",5,10,0.312290343915167
"2476",3.5,306,0.183026519992405
"2477",4.5,12,0.280603698192246
"2478",3,3,0.271617965368
"2480",4,603,0.274372592949205
"2481",4,120,0.27068615311667
"2482",4,548,0.253983649424923
"2484",4.5,4,0.00744047619048
"2485",2.5,6,-0.1418005952381
"2486",3,25,0.11063974932566
"2487",3,118,0.235640807249786
"2489",4,140,0.295895336377356
"2490",4.5,76,0.279763071507684
"2491",1.5,5,0.01379990686741
"2494",2.5,3,0.213862179487075
"2495",4,15,0.218020076906078
"2496",4.5,13,0.357334320650217
"2497",3.5,43,0.231552337479551
"2498",4,101,0.268890358974593
"2499",3,69,0.138395932722986
"2501",3,350,0.241338486660041
"2502",2.5,17,0.0568724331223582
"2504",3.5,33,0.285867669735646
"2505",3,23,0.160138880979961
"2506",3.5,10,0.185133351869249
"2507",3,29,0.19067472342468
"2508",4,159,0.255792971043778
"2509",4,33,0.194494666475998
"2510",3,2,-0.0187425845759333
"2513",3,157,0.204764983147054
"2514",2.5,10,-0.04664792499155
"2516",3.5,140,0.131866512743113
"2517",3,288,0.193259011773265
"2518",3.5,165,0.21728513925055
"2520",2,4,-0.0883839824727
"2521",2,12,0.0799305555556667
"2522",2,43,0.099257298322972
"2523",3.5,121,0.216395729788243
"2525",3,64,0.2088002370375
"2526",4.5,3,0.356149867305375
"2527",3.5,243,0.198682552350498
"2529",4,142,0.268249742809812
"2530",3.5,58,0.162894964468939
"2531",3,17,-0.0644097222222
"2532",3,2,0.434836309523833
"2533",3,48,0.161437514773494
"2534",4.5,7,0.266877153104729
"2535",3.5,9,0.2382240901615
"2537",3,14,0.0260493827159533
"2538",3.5,10,0.246661273911339
"2539",3.5,1,0.19192050894425
"2540",3.5,204,0.173230564265364
"2541",2.5,72,0.0694669832276867
"2542",3.5,2,0.0617422065482429
"2543",3.5,71,0.21314038339069
"2544",3.5,35,0.199723811360723
"2547",3,33,0.04019510582
"2548",3.5,44,0.244555555555333
"2549",4,22,0.160427783121286
"2550",4,2,0.32176995947711
"2552",3,20,0.162069536027683
"2553",3,23,0.180794438261256
"2554",3,260,0.190092330148885
"2555",3,17,0.174488260582087
"2556",3.5,374,0.178576432470109
"2557",3.5,57,0.159578130122938
"2559",3.5,334,0.212972773182043
"2561",2,56,0.04545183982675
"2563",3.5,6,0.173556700244189
"2564",2,33,0.11173310563625
"2565",2.5,10,0.1036987036401
"2566",4,93,0.151094603033879
"2567",3,85,0.176533842306652
"2568",3.5,9,0.232006944444333
"2569",4.5,54,0.130484288404314
"2570",4,109,0.24112183238157
"2571",3,19,0.234716021825333
"2572",4.5,33,0.280393009138421
"2573",4,50,0.228394878012922
"2574",2.5,4,0.10428571428565
"2575",3.5,48,0.2939776060745
"2576",3.5,64,0.150420913576752
"2579",3.5,15,0.285841149591167
"2580",4,26,0.116160130551222
"2582",4,227,0.216869066919119
"2583",4.5,1,0.2081771170005
"2584",3,2,0.214913938492
"2585",3,7,0.0847122013790667
"2586",3.5,39,0.1146492714214
"2587",3,6,0.1596869047618
"2588",3,68,0.10741764793848
"2589",4,449,0.215050398097782
"2590",4.5,36,0.273135958313594
"2591",3,61,0.103352853878886
"2592",3.5,16,0.154069145845091
"2593",4,415,0.292234563267954
"2594",2.5,60,0.0999073847238519
"2596",3.5,26,0.224627955944286
"2597",4,1514,0.245279029819017
"2598",3,45,0.163186261007249
"2599",3.5,1419,0.176000466009357
"2600",4,60,0.180977931881223
"2601",4,98,0.268178460374644
"2603",4,186,0.213314155267806
"2606",3.5,801,0.164243543975731
"2609",3.5,11,0.318467746043583
"2610",4,39,0.23922012160865
"2611",3.5,99,0.223968056143082
"2612",4.5,5,0.272189754689857
"2613",4,304,0.223909406549582
"2614",3.5,84,0.211672730198197
"2615",3.5,58,0.202727980453078
"2616",3.5,2,0.10307062976712
"2617",3.5,373,0.180419326749522
"2618",2.5,29,0.16436120129871
"2619",4,33,0.240030355512844
"2621",3.5,8,-0.03039667508425
"2623",2.5,9,0.254166666667
"2624",4.5,12,0.22791630116964
"2625",4.5,2130,0.265209920224337
"2626",3.5,103,0.17037581443478
"2628",3,7,0.06531634539429
"2629",3.5,402,0.107145102758911
"2631",4.5,1,0.2073015873018
"2632",4,13,0.273228045040114
"2633",2.5,3,-0.147421817372629
"2634",3.5,71,0.225253047660292
"2635",5,4,0.3968214285715
"2636",3,13,0.146125750256233
"2638",4,18,0.344406121847333
"2639",3.5,133,0.240236014065173
"2640",4.5,17,0.25169118508619
"2641",3.5,56,0.146865110882227
"2642",3.5,15,0.135637626184982
"2645",4.5,67,0.34172531998998
"2646",4.5,552,0.270552168361002
"2647",3,44,0.135397655738623
"2649",3.5,2,0.08256010684038
"2651",4,22,0.238231147506133
"2652",3,16,0.234387040238536
"2653",3.5,442,0.198823137330018
"2654",3.5,20,0.344940087146
"2655",3.5,271,0.228793001881543
"2656",3,11,0.229405668438591
"2661",2,7,-0.1408325785025
"2662",4,437,0.243183433052198
"2663",3,53,0.125327334950866
"2664",3.5,10,0.123915949322871
"2665",2.5,135,0.0898479779558096
"2666",3,3,0.13971794871802
"2667",3,20,0.0674970372100643
"2668",4,174,0.271173290708175
"2669",4,513,0.223047859087369
"2670",3,26,0.108818050688233
"2671",2.5,40,-0.0397196361494733
"2672",5,1,0.354917929293
"2673",4,858,0.238744517347402
"2674",3.5,42,0.183322024334311
"2675",3.5,37,0.098930719941356
"2676",4.5,356,0.303610966422001
"2677",4.5,6,0.204715107196825
"2679",4,244,0.258964291315542
"2680",3.5,342,0.194625330889728
"2681",3,21,0.357983217592333
"2683",2,7,0.024624368686875
"2684",4,138,0.299901686946636
"2685",4,478,0.272276934029514
"2686",3.5,2,0.36519387755102
"2687",3.5,84,0.2586276010093
"2689",4,56,0.234013440115535
"2690",4,8,0.27520833333325
"2691",4,2,0.270740327381
"2692",4,65,0.273184298798983
"2694",4.5,50,0.324210663088507
"2695",3.5,663,0.187094191793685
"2697",4,486,0.174792276323966
"2698",4.5,205,0.263729806587198
"2699",3,15,0.0647917514585
"2702",4,13,0.285186425264625
"2703",3.5,39,0.110110297050233
"2705",5,5,0.168573586631588
"2706",3.5,53,0.180456638756053
"2707",3.5,276,0.216409622798339
"2708",3.5,260,0.209368977128823
"2709",3,142,0.136275001552668
"2710",4.5,3,0.2476365036105
"2711",4,594,0.234886408714623
"2712",4,106,0.283127474829556
"2713",2,15,0.0314060498584909
"2714",4,388,0.231425066387077
"2715",3,212,0.101537508256675
"2716",3.5,18,0.11855285917788
"2717",3.5,91,0.210618007215364
"2718",3.5,2,0.08009672619035
"2720",3,8,0.1184361645299
"2722",4.5,55,0.318680736592103
"2723",2.5,4,0.3595833333335
"2725",4,144,0.271113527223307
"2726",3,57,0.143884280143361
"2727",2,20,0.105040403535233
"2729",3,146,0.173508634396517
"2730",2.5,135,0.139491162317033
"2731",4.5,2,0.261298701299
"2733",3.5,19,0.194419783626099
"2736",3.5,430,0.136272218985271
"2737",3,138,0.218572737763874
"2738",3.5,22,0.237973182075865
"2741",2.5,1,0.0600396825397
"2743",3.5,369,0.165577683179926
"2744",4,265,0.23885022903101
"2747",4.5,4,0.37873015873
"2750",3.5,32,0.177744538181386
"2751",3.5,302,0.258404509430702
"2752",4,180,0.261813809625565
"2753",4.5,38,0.295126964795627
"2754",4,242,0.271912284385547
"2755",3,14,0.00109319440954286
"2756",3.5,48,0.245649792647993
"2757",4,205,0.206960006287799
"2758",5,3,0.30497882879
"2759",2.5,12,0.0198530461581889
"2760",2,10,0.0493275790973
"2761",4.5,114,0.174138603683982
"2762",3,16,0.213265918109733
"2763",4,96,0.207187692832717
"2768",4,352,0.227520853591584
"2769",3.5,2274,0.191721952210734
"2770",3,38,0.183474509286983
"2771",1.5,6,-0.207967171717233
"2772",2.5,1,-0.005769230769
"2773",3.5,356,0.23878145582132
"2775",2.5,19,0.152197224442705
"2777",3.5,466,0.205340433114497
"2779",3.5,4,0.194360498958723
"2780",3.5,24,0.179874514881278
"2781",3,48,0.101911566020183
"2782",3,12,0.198951753471345
"2785",4.5,76,0.288027495958722
"2786",3.5,180,0.110013306530162
"2787",4,12,0.21425923847074
"2788",3.5,9,0.0791666666667
"2789",4,27,0.246105497176167
"2790",4.5,9,0.262746532104569
"2791",3,154,0.192376737281857
"2792",4,10,0.263439153439333
"2793",3.5,8,0.224256834125762
"2794",4,57,0.2691968878659
"2797",3.5,12,0.2243679012346
"2798",3.5,41,0.183090197535679
"2799",4,584,0.264515654805833
"2800",3,1,0.013718027211
"2801",3.5,67,0.2105890197603
"2802",2,35,-0.0329000206143
"2803",2.5,51,0.114016132080989
"2805",4,263,0.203877892220406
"2806",3.5,132,0.217657729963341
"2807",3.5,51,0.188844509939217
"2808",4,2,0.315753051346817
"2809",3,13,0.10791581784225
"2810",4.5,14,0.372794642857125
"2811",2.5,13,0.2086416863396
"2812",3,14,0.1478436521235
"2814",3,2,0.155873640856967
"2815",3.5,24,0.194672198130858
"2816",3,51,0.0689799442771889
"2817",4,55,0.282362920912904
"2818",4,121,0.101469815720477
"2820",5,1,0.244481969386333
"2821",3.5,51,0.29127982131409
"2822",4,559,0.192021151665477
"2824",3,202,0.152328863708084
"2825",4,1952,0.314305345740671
"2827",3.5,12,0.17486723201575
"2828",3,3,0.0993662818661
"2829",3.5,69,0.21540804062
"2830",3.5,63,0.187679050268894
"2831",4,268,0.28744499986609
"2832",4,34,0.07234236365484
"2833",3.5,17,0.300182505573163
"2834",2.5,66,0.134129535348595
"2835",4,1926,0.183416607101947
"2836",3.5,47,0.285106340357295
"2837",3,40,0.145828357814408
"2838",3.5,4,0.117735358313323
"2839",3,56,0.208383299112016
"2840",3.5,14,0.226050735529911
"2841",4,13,0.199064895479429
"2843",4,295,0.260113971315937
"2844",3,47,0.134914802789708
"2845",4.5,16,0.329010971055
"2848",4,85,0.236629241612571
"2849",3,8,0.20007112533196
"2850",3.5,4,0.166076388888925
"2852",4,5,0.23289884030225
"2853",4,266,0.231363082309638
"2854",4.5,10,0.34603426067395
"2856",3,226,0.187245017169668
"2860",3,4,0.0101324039717029
"2861",3,26,0.0516837292916
"2863",3,295,0.169377621148734
"2865",3.5,15,0.271633597883597
"2866",4.5,31,0.24716524690348
"2867",3,36,0.0937193607778583
"2869",3,127,0.202108653059183
"2870",3,187,0.126948905222595
"2871",4,62,0.240314525715217
"2872",3,94,0.161957468406206
"2873",5,8,0.391457946815
"2875",3.5,36,0.130911049141925
"2876",4,98,0.275275876675038
"2877",4,250,0.191270560005193
"2879",3,10,0.00350003391666664
"2880",3.5,144,0.233573418537272
"2881",4,93,0.210376025692139
"2882",4,49,0.285430818638475
"2883",1,20,-0.0786124889770333
"2884",4,236,0.283287764365283
"2885",4,13,0.3373214285715
"2886",2.5,24,-0.128562843406583
"2887",3.5,94,0.199163089468786
"2888",4,16,0.197038887360144
"2890",3,56,0.159492568035763
"2891",3.5,223,0.143791597548312
"2892",4,429,0.253076295437947
"2893",4.5,27,0.321371181876231
"2894",4,37,0.282338760622113
"2895",4,900,0.228240381534469
"2897",4,640,0.261480053809225
"2898",1,30,0.06262626262645
"2899",4,13,0.28078082812256
"2900",3,49,0.05409054834054
"2901",4,349,0.19217403322531
"2902",1,14,-0.303673039923
"2903",3,12,0.0540578467498571
"2904",3.5,14,0.205748455779347
"2905",2.5,1,-0.0227776020608572
"2906",3.5,312,0.17417468747715
"2908",3.5,25,0.216834597534712
"2909",4.5,264,0.285538597571735
"2911",3.5,3,0.204713619713667
"2913",3,4,0.22041666666678
"2914",3.5,888,0.197640493160503
"2915",3.5,267,0.280312833632348
"2916",3,64,-0.0478667340613587
"2918",4,37,0.290167936176474
"2919",2.5,14,-0.0309034219750286
"2920",4,16,0.201484900574883
"2921",3.5,14,0.21447460718305
"2922",4,45,0.24190560702427
"2923",3.5,100,0.173736602301172
"2924",4.5,9,0.193333333333
"2925",3.5,590,0.269311554140522
"2926",3.5,112,0.166653486363811
"2928",4,7,0.193737609267875
"2929",4,76,0.293407106062649
"2931",4,249,0.281206189637848
"2933",3.5,5,0.158871426705373
"2934",4,19,0.2386870763944
"2935",3,45,0.137571430639204
"2936",2.5,118,0.0613057549125258
"2938",3.5,17,0.0879372594997133
"2939",2,21,0.101702780354575
"2941",2.5,75,0.153825671768822
"2943",2.5,46,0.041496960741227
"2944",4.5,7,0.3830086099086
"2945",2,24,-0.00462890407029286
"2947",4,15,0.400729677729667
"2948",3,67,0.223503480312792
"2949",4.5,37,0.269425327990533
"2950",3.5,139,0.175358419585866
"2951",3.5,118,0.230412184350189
"2952",4,15,0.360344904031658
"2953",3,12,0.209063569001286
"2954",3.5,135,0.203184566759345
"2955",2.5,24,0.121623600908217
"2958",4.5,1,0.108636363636
"2960",4,25,0.151657515256267
"2961",3,174,0.131348895210146
"2962",4,90,0.253584677862063
"2963",3,448,0.156684226354248
"2964",2,30,0.0758828463204
"2965",4,14,0.1533333333335
"2966",2.5,26,0.2130281765018
"2967",3,34,0.170426928891286
"2968",2.5,172,0.132323090217439
"2969",3,180,0.118635196810419
"2970",4,10,0.0996718864157025
"2971",3,75,0.121756959927104
"2972",3,2,0.180096726190575
"2973",4,168,0.255420472327275
"2974",3.5,21,0.213032392658922
"2975",3.5,21,0.192056452532733
"2976",3,65,0.209837218909522
"2977",4,171,0.261631538518013
"2978",3.5,30,0.196517857142846
"2979",4,18,0.247379962104067
"2980",4,129,0.21486453870829
"2981",3.5,564,0.250564487740912
"2982",4,48,0.271338803135597
"2983",4,94,0.28270914386541
"2984",2.5,48,0.144103765490973
"2985",2.5,522,0.134562154225798
"2986",3,24,0.0207587782589
"2987",4,30,0.135812359812323
"2988",4,217,0.219652669479722
"2989",3,28,0.19701983625955
"2991",3.5,338,0.186299115951613
"2992",4,7,0.206337243003922
"2993",3.5,148,0.207582779557937
"2994",3.5,44,0.204123815267966
"2995",3,5,0.154417989418
"2999",3.5,3,0.1055640074211
"3000",2,28,-0.020617573199965
"3001",1,6,0.0560754939504925
"3002",3,1,0.13133601190475
"3003",4,83,0.13055070700691
"3005",2,6,0.0095075757575
"3006",2.5,8,-0.0956944444446
"3007",3.5,197,0.221056346260765
"3009",3.5,325,0.205095447010032
"3010",3,10,0.0981481481481
"3011",4,39,0.199299963314005
"3012",3.5,242,0.266157769114585
"3014",3,112,0.132528537503244
"3017",3.5,128,0.212775506989533
"3018",4.5,7,0.279583697077533
"3023",4.5,4,0.26699638805375
"3024",3,43,0.223119944622166
"3026",4,5,0.1732854973974
"3027",3.5,2,-0.0153846153846
"3029",3.5,1,0.360277777777667
"3030",4.5,23,0.162838745242213
"3032",3.5,42,0.210730801478922
"3033",3.5,336,0.221105286129076
"3034",3.5,33,0.127336270215885
"3035",4.5,7,0.177530438311575
"3036",4,31,0.155914020846388
"3038",4,28,0.181256105006
"3041",3.5,3,0.394679600235033
"3042",3.5,589,0.183106769162871
"3044",2.5,5,-0.03002189939664
"3045",4,206,0.224854566598179
"3048",2.5,21,0.1491303796512
"3049",3.5,21,0.205557333393785
"3051",3.5,8,0.400919312169233
"3054",4,4,0.048621031746
"3055",1.5,5,0.06738095238095
"3056",1.5,7,0.00764930902427692
"3057",4.5,4,0.390072810374125
"3059",3.5,289,0.159071244517388
"3062",4,14,0.26442102537976
"3063",3.5,34,0.204704674191797
"3064",3,111,0.210192284541963
"3065",3.5,13,0.2156670692433
"3066",3,44,0.134618236305537
"3067",2.5,120,0.073716715793561
"3069",2.5,2,0.0460342498432671
"3071",4.5,8,0.26567132034642
"3072",4,122,0.220170314186553
"3075",3,666,0.153199776596057
"3078",4,11,0.5325424182298
"3079",1.5,5,-0.147953479269258
"3080",4,20,0.217082923759529
"3081",4,76,0.253222240402695
"3082",3,10,0.0786969304443579
"3083",3,28,0.246480859734
"3084",4,485,0.255061043763589
"3085",3,135,0.120168401721483
"3086",4,35,0.206242565590049
"3087",3,14,0.117771464646583
"3088",4,56,0.264586885812505
"3090",3.5,34,0.201817269697491
"3091",3.5,454,0.194131818053525
"3092",3.5,17,0.273214285714
"3093",3,6,0.239157855861975
"3094",3.5,61,0.208472635331645
"3096",4,156,0.183588858051095
"3097",3.5,9,0.232592898517319
"3100",3,113,0.154356818595842
"3101",3,65,0.0889897513411333
"3102",3,3,0.0311507936507667
"3103",3,100,0.168142045629833
"3104",3.5,150,0.20583232632656
"3105",4,19,0.185614438507771
"3106",4,72,0.271636987032383
"3107",3,17,0.1691149436983
"3110",4,301,0.296150363200219
"3111",4,314,0.206214748815887
"3112",3.5,253,0.148253537974057
"3113",3,156,0.129642013823808
"3114",3.5,5,0.00961538461538
"3117",2.5,10,-0.03071428571418
"3118",3.5,292,0.212861707184201
"3120",3,8,0.251666666666667
"3122",4,15,0.23221845556405
"3124",3.5,482,0.236766223713788
"3126",2.5,6,0.14977089947096
"3127",3,36,0.140834650597113
"3128",3,90,0.171431823005714
"3129",3,316,0.11818496285743
"3130",2.5,32,0.117958464658943
"3131",3,330,0.0956683204733158
"3132",3.5,68,0.205215030361046
"3133",3,1,-0.130833333333333
"3134",4,60,0.231209729285198
"3135",3,45,0.0651554455127205
"3136",3,65,0.164326749443189
"3139",3,41,0.161800798060143
"3140",4,102,0.299045106387593
"3142",3.5,603,0.232090717002161
"3143",4.5,18,0.242266973724032
"3144",3,60,0.0405937667226348
"3145",3.5,87,0.145002598551404
"3146",4,52,0.362639282014375
"3147",3,20,0.0477530185864111
"3148",4,90,0.284720753354944
"3150",3,1466,0.17908041089166
"3152",4,85,0.239121408983879
"3153",2,24,0.0691815898819889
"3154",3.5,8,0.237189423338821
"3157",3.5,63,0.150435158049424
"3158",4,8,0.199735685941125
"3161",3,540,0.157598358311364
"3163",3,40,0.1599124276891
"3164",3.5,178,0.216821868168433
"3165",4,80,0.227577283860452
"3166",4,10,0.272473990499118
"3168",4.5,3,0.312240598627
"3169",3.5,258,0.14042038701654
"3170",4.5,156,0.242669457279261
"3171",2.5,356,0.162571068233306
"3172",3,111,0.175468932480435
"3173",2.5,14,0.0427495144788571
"3174",4,431,0.263545097806889
"3175",3.5,16,0.0413380036357667
"3176",3,1,0.0708333333335
"3177",3.5,50,0.236406627005582
"3179",4.5,42,0.340113035876505
"3180",3,24,0.25662202380925
"3181",2.5,36,-0.017957151504475
"3182",4.5,74,0.292268096332312
"3183",3,467,0.161180962387395
"3184",3.5,218,0.176147909758992
"3185",3,144,0.209196195285776
"3186",3.5,68,0.206430381686541
"3187",4,236,0.268099390564911
"3190",3,6,0.08491815476185
"3191",4,64,0.250319274302589
"3192",4.5,3,0.259997564935
"3193",4,56,0.248596984872543
"3194",3,156,0.144452819216071
"3196",4,525,0.252710947807355
"3197",2,2,0.143818450068467
"3198",3.5,4,0.198277122183275
"3200",3,66,0.14735121262663
"3201",4,91,0.269899646653428
"3202",3,146,0.103157887621916
"3203",4,56,0.172523554295214
"3204",4,26,0.23049895928328
"3205",4,130,0.240212443949598
"3206",3,11,0.181199463118633
"3207",1.5,6,-0.137230017006625
"3208",2.5,35,0.0354206236366952
"3209",2.5,2,0.0655124338623333
"3212",3,1,0.0763774474007
"3213",3.5,71,0.16886365549988
"3214",4,285,0.24479798883085
"3215",4,33,0.186835696624456
"3216",2,5,-0.136798800479362
"3217",3,46,0.190254934982447
"3218",3.5,332,0.201982557077541
"3219",3,113,0.125981037892792
"3220",3.5,41,0.148545725108185
"3221",3.5,20,0.21595848634712
"3222",4,267,0.267059226029201
"3223",3.5,6,0.06628983285238
"3224",3.5,58,0.15598417324573
"3225",4,2,0.3038541666665
"3226",3,83,0.121727506805527
"3227",1.5,2,0.0546957671958
"3228",3.5,6,0.174740675990625
"3233",3.5,19,0.293794294436931
"3234",3.5,15,0.34
"3235",3,130,0.171006877701502
"3236",3.5,357,0.194795358679967
"3237",2,14,-0.0216131397462343
"3238",4,110,0.253379208808841
"3239",3.5,10,0.178556124010664
"3240",3.5,18,0.25667052469135
"3241",3,1,0.0715509688724
"3243",3,203,0.155676304824999
"3244",4,112,0.271872597096271
"3245",4.5,5,0.173913043478
"3246",4,129,0.250600942573474
"3248",4.5,1,0.18551010101016
"3249",4,289,0.214754865125326
"3250",3.5,10,0.236164093362073
"3252",3.5,110,0.186429847680583
"3254",4,18,0.308971461082656
"3255",3.5,106,0.188533659860147
"3257",3.5,1,0.3167676767678
"3258",3,246,0.207686221977553
"3259",3,194,0.162807201626806
"3260",2,5,0.12627164502185
"3261",3.5,100,0.107294609692683
"3262",2.5,7,-0.0872548810616725
"3264",4,66,0.240970020777284
"3265",2.5,247,0.170495438270233
"3266",3,16,0.256497589383836
"3267",3,16,0.09745144370866
